source,excerpt,place,agent,excerptStarts,excerptEnds,sourceSize,placeInSource,agentInSource,placeInExcerpt,agentInExcerpt,placeDistanceFromExcerpt,agentDistanceFromExcerpt
thirtyyearsofmus00klei,1438437740936,"","",316545,317774,578001,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436352919472,"http://dbpedia.org/resource/Drury_Lane","",117021,119065,520572,21,0,0,0,-817089,-1
thirtyyearsofmus00klei,1438444169457,"http://dbpedia.org/resource/Covent_Garden","",339090,340302,578001,54,0,0,0,-801236,-1
memoriesofmusici00ganzuoft,1436194630719,"http://dbpedia.org/resource/Mainz","",153960,154459,492418,12,0,1,0,0,-1
recentmusicmusic00mosc,1430903585194,"http://dbpedia.org/resource/Paris","",582416,582683,968055,96,0,0,0,-1309924,-1
autobiographyan05unkngoog,1434462612589,"http://dbpedia.org/resource/London","",390857,391507,1119268,104,0,0,0,-1831960,-1
musicallettersf00unkngoog,1448660286391,"","",328082,328283,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438592996577,"","",488897,489678,578001,0,0,0,0,-1,-1
ldpd_8088173_000,1447243315578,"","",-1,-1,16017,0,0,0,0,-1,-1
cu31924026124648,1438009904561,"","",158590,159004,534882,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438163419525,"","",41973,43190,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436175572082,"http://dbpedia.org/resource/Harley_Street","http://dbpedia.org/resource/Hector_Berlioz",83734,84300,492418,8,49,1,1,0,0
musicallettersf00unkngoog,1448659006435,"","",318987,319702,571646,0,0,0,0,-1,-1
dublindiary00joyc,1447880655126,"","",218341,219299,257015,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436423891936,"http://dbpedia.org/resource/Swansea","",276321,278169,492418,11,0,4,0,0,-1
cu31924022334563,1438616740544,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",177532,179186,827587,36,0,0,0,-1469160,-1
musicallettersf00unkngoog,1448312844411,"","",173573,174472,571646,0,0,0,0,-1,-1
cu31924022334563,1438614360025,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",144333,145486,827587,36,0,0,0,-1502860,-1
recentmusicmusic00mosc,1432375899241,"http://dbpedia.org/resource/Vienna","",842284,842778,968055,176,0,0,0,-1063958,-1
musicallettersf00unkngoog,1448658878157,"","",317802,318966,571646,0,0,0,0,-1,-1
cu31924022334563,1438685960938,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",284054,284834,827587,36,0,0,0,-1363512,-1
diaryofwilliampl01jaco,1447519325420,"http://dbpedia.org/resource/Charleston,_South_Carolina","",112643,113733,1148331,66,0,1,0,0,-1
memoriesofmusici00ganzuoft,1436173608702,"","http://dbpedia.org/resource/Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava",72553,73113,492418,0,9,0,2,-1,0
cu31924022334563,1438783543267,"","",530660,532585,827587,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1438857102755,"http://dbpedia.org/resource/Brighton","",461608,465340,520572,23,0,1,0,0,-1
thirtyyearsofmus00kleiuoft,1438950314249,"http://dbpedia.org/resource/London","",42742,44146,565930,409,0,1,0,0,-1
lifereminiscence00elveuoft,1432895283478,"http://dbpedia.org/resource/Windsor,_Berkshire","",43206,43717,393672,30,0,0,0,-726004,-1
cu31924022334563,1438778406473,"","",477847,478871,827587,0,0,0,0,-1,-1
autobiographyco03dela,1446664766448,"http://dbpedia.org/resource/England","http://dbpedia.org/resource/Mary_Delany",360368,361128,1162742,29,45,0,0,-1767482,-1935794
thirtyyearsofmus00klei,1438262221763,"http://dbpedia.org/resource/London","",203162,203655,578001,409,0,1,0,0,-1
thirtyyearsofmus00klei,1438261222496,"http://dbpedia.org/resource/Covent_Garden","",182320,183423,578001,54,0,0,0,-958115,-1
reminiscencesofm02kellrich,1437327038924,"http://dbpedia.org/resource/Covent_Garden","",303441,303983,520572,14,0,1,0,0,-1
reminiscencesofm01kellrich,1428142329788,"http://dbpedia.org/resource/Sicily","",124908,125973,501477,15,0,0,0,-750184,-1
thirtyyearsofmus00klei,1438445991237,"","",347950,348353,578001,0,0,0,0,-1,-1
lifereminiscence00elveuoft,1433248591818,"http://dbpedia.org/resource/Windsor,_Berkshire","",277091,277387,393672,30,0,0,0,-492334,-1
musicallettersf00unkngoog,1448322095209,"http://dbpedia.org/resource/Leipzig","",213778,214015,571646,34,0,0,0,-890971,-1
thirtyyearsofmus00klei,1438527042090,"http://dbpedia.org/resource/Lyceum_Theatre,_London","",435881,437112,578001,10,0,1,0,0,-1
jimmygloverhisbo00glovuoft,1437028092146,"","",121457,123204,527026,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448920117937,"","",349054,349854,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438596889671,"http://dbpedia.org/resource/Manchester","http://dbpedia.org/resource/Giacomo_Puccini",505129,506168,578001,3,10,2,1,0,0
cu31924022334563,1438678872682,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",204536,204998,827587,36,0,0,0,-1443348,-1
reminiscencesofm01kellrich,1435163669623,"http://dbpedia.org/resource/London","",456830,458580,501477,41,0,0,0,-543810,-1
memoriesofmusici00ganzuoft,1436201256737,"http://dbpedia.org/resource/St_James's_Hall","",183322,184065,492418,0,0,0,0,-1,-1
recentmusicmusic00mosc,1432468347198,"http://dbpedia.org/resource/Leipzig","",866650,866880,968055,192,0,0,0,-1040591,-1
lifereminiscence00elveuoft,1433328129201,"http://dbpedia.org/resource/Bristol","",366496,366915,393672,7,0,1,0,0,-1
lifereminiscence00elveuoft,1432902743908,"http://dbpedia.org/resource/Windsor,_Berkshire","",70633,71136,393672,30,0,0,0,-698585,-1
reminiscencesofm02kellrich,1438708497019,"http://dbpedia.org/resource/London","",423911,424228,520572,70,0,0,0,-616424,-1
musicallettersf00unkngoog,1448287306770,"","",114686,120148,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436518097111,"http://dbpedia.org/resource/London","",445361,446098,492418,97,0,0,0,-537527,-1
memoriesofmusici00ganzuoft,1436459343773,"http://dbpedia.org/resource/London","",439363,440017,492418,97,0,0,0,-543608,-1
memoriesofmusici00ganzuoft,1436252026055,"http://dbpedia.org/resource/St_James's_Hall","",192933,193850,492418,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436953667759,"http://dbpedia.org/resource/London","",230553,230864,520572,70,0,0,0,-809788,-1
musingsmemorieso00hensuoft,1514886866805,"http://dbpedia.org/resource/Constantine,_Algeria","http://dbpedia.org/resource/George_Henschel",252808,256196,516273,1,2,0,0,-263767,-461635
musicallettersf00unkngoog,1448322979449,"http://dbpedia.org/resource/Munich","",227293,227629,571646,18,0,0,0,-343024,-1
memoirsofcountbo00boruuoft,1447062197480,"","",264323,265075,377699,0,0,0,0,-1,-1
autobiographyco03dela,1446663718308,"http://dbpedia.org/resource/Queen's_House","http://dbpedia.org/resource/Mary_Delany",349649,349978,1162742,0,45,0,0,-1,-1946944
diaryofwilliampl01jaco,1447582505180,"http://dbpedia.org/resource/Clinton,_South_Carolina","",1142155,1142478,1148331,0,0,0,0,-1,-1
twomenmemoir00soutuoft,1435569753505,"http://dbpedia.org/resource/Sheerness","",236911,237279,494037,27,0,1,0,0,-1
memoriesofmusici00ganzuoft,1436182135916,"http://dbpedia.org/resource/Hanover_Square_Rooms","",116723,117611,492418,2,0,0,0,-614226,-1
memoriesofmusici00ganzuoft,1436434595667,"","",333552,333951,492418,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438591228595,"","",478885,480705,578001,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436990194671,"http://dbpedia.org/resource/Drury_Lane","",241135,241541,520572,21,0,0,0,-694613,-1
autobiographyimg01dela,1443534422854,"http://dbpedia.org/resource/Dublin","",540955,541241,1133206,78,0,0,0,-1557428,-1
memoriesofmusici00ganzuoft,1436251795765,"http://dbpedia.org/resource/St_James's_Hall","",192428,192907,492418,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437327783601,"http://dbpedia.org/resource/London","",310966,311728,520572,70,0,0,0,-728924,-1
memoriesofmusici00ganzuoft,1435916831062,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",28859,29723,492418,2,0,0,0,-169759,-1
musicallettersf00unkngoog,1448396244435,"","",298633,299112,571646,0,0,0,0,-1,-1
cu31924022334563,1438770178253,"","",451891,452643,827587,0,0,0,0,-1,-1
recentmusicmusic00mosc,1430062095918,"http://dbpedia.org/resource/London","",410380,410662,968055,220,0,0,0,-1496596,-1
recentmusicmusic00mosc,1431164339653,"http://dbpedia.org/resource/Leipzig","",610804,611225,968055,192,0,0,0,-1296246,-1
lifereminiscence00elveuoft,1432903884101,"http://dbpedia.org/resource/Windsor_Castle","",79113,79893,393672,67,0,0,0,-688877,-1
reminiscencesofm01kellrich,1428164866689,"http://dbpedia.org/resource/Florence","",166001,167440,501477,33,0,1,0,0,-1
cu31924022334563,1438778406473,"","",477847,478871,827587,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448314402792,"","",179959,180204,571646,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437329475190,"http://dbpedia.org/resource/Bangor,_Gwynedd","",328720,329177,520572,5,0,1,0,0,-1
musicallettersf00unkngoog,1448276340407,"","",30026,39124,571646,0,0,0,0,-1,-1
musicalmemories017451mbp,1432306666240,"http://dbpedia.org/resource/Paris","",35494,36197,302959,27,0,0,0,-502168,-1
reminiscencesofm02kellrich,1436126929844,"http://dbpedia.org/resource/Edinburgh","",101611,102762,520572,17,0,1,0,0,-1
thirtyyearsofmus00klei,1438436987445,"http://dbpedia.org/resource/Covent_Garden","",314654,315246,578001,54,0,0,0,-826292,-1
thirtyyearsofmus00klei,1438520691591,"","",392603,394015,578001,0,0,0,0,-1,-1
dublindiary00joyc,1447880308406,"","",119270,120027,257015,0,0,0,0,-1,-1
cu31924022334563,1438766236725,"","",414175,414741,827587,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438265344157,"","",219930,220486,578001,0,0,0,0,-1,-1
recentmusicmusic00mosc,1432291544028,"http://dbpedia.org/resource/Venice","",839027,839231,968055,12,0,0,0,-958541,-1
recentmusicmusic00mosc,1430146867800,"http://dbpedia.org/resource/Westminster_Abbey","",465338,465504,968055,7,0,0,0,-653961,-1
musicallettersf00unkngoog,1448315360596,"","",182069,182235,571646,0,0,0,0,-1,-1
musicalmemories017451mbp,1432371750868,"","",48179,48741,302959,0,0,0,0,-1,-1
lettersofcompose00norm,1424648566141,"http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/Christoph_Willibald_Gluck",114899,115738,916583,145,29,0,0,-1693821,-1670553
thirtyyearsofmus00kleiuoft,1439314498511,"http://dbpedia.org/resource/Windsor_Castle","",206596,206865,565930,38,0,1,0,0,-1
ldpd_8088173_000,1447244308516,"http://dbpedia.org/resource/Boston","",-1,-1,16017,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436264049561,"http://dbpedia.org/resource/St_James's_Hall","",214305,214872,492418,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1439314612189,"","",207260,208017,565930,0,0,0,0,-1,-1
cu31924022334563,1438784312899,"","",533121,535186,827587,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447534954203,"http://dbpedia.org/resource/Clinton,_South_Carolina","",270847,270993,1148331,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447521884046,"http://dbpedia.org/resource/Charleston,_South_Carolina","",213782,214034,1148331,66,0,0,0,-2024123,-1
cu31924022334563,1438783041826,"","",526732,528340,827587,0,0,0,0,-1,-1
recentmusicmusic00mosc,1428494785912,"http://dbpedia.org/resource/London","",123570,123803,968055,220,0,0,0,-1783455,-1
musicallettersf00unkngoog,1448312968013,"http://dbpedia.org/resource/Berlin","",174511,175027,571646,27,0,0,0,-635820,-1
reminiscencesofm02kellrich,1436352387119,"http://dbpedia.org/resource/Drury_Lane","",114514,115082,520572,21,0,0,0,-821072,-1
reminiscencesofm01kellrich,1432139327303,"http://dbpedia.org/resource/Wakefield","",441432,443197,501477,2,0,1,0,0,-1
thirtyyearsofmus00klei,1438424184434,"","",260766,262367,578001,0,0,0,0,-1,-1
cu31924026124648,1438011508504,"","",393395,394454,534882,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1435165913179,"","",460834,463220,501477,0,0,0,0,-1,-1
lettersofcompose00norm,1424692336767,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/Richard_Wagner",401491,402478,916583,84,107,0,0,-1385195,-1423190
recentmusicmusic00mosc,1429703659582,"http://dbpedia.org/resource/London","",387895,389539,968055,220,0,0,0,-1517719,-1
thirtyyearsofmus00kleiuoft,1438961775573,"http://dbpedia.org/resource/London","",44233,46042,565930,409,0,1,0,0,-1
dublindiary00joyc,1447879681598,"","",63223,63584,257015,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1438969158705,"http://dbpedia.org/resource/Covent_Garden","",58182,60171,565930,56,0,1,0,0,-1
diaryofwilliampl01jaco,1447521662680,"http://dbpedia.org/resource/Charleston,_South_Carolina","",204999,205937,1148331,66,0,1,0,0,-1
thirtyyearsofmus00klei,1438165222216,"","",44881,46187,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436195820165,"http://dbpedia.org/resource/St_James's_Hall","http://dbpedia.org/resource/Charles_Hall%C3%A9",167327,168542,492418,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438164083045,"http://dbpedia.org/resource/London","",43390,44789,578001,409,0,1,0,0,-1
recentmusicmusic00mosc,1431941266117,"http://dbpedia.org/resource/Leipzig","",742610,743295,968055,192,0,0,0,-1164176,-1
recentmusicmusic00mosc,1427479456712,"http://dbpedia.org/resource/London","",102650,102780,968055,220,0,0,0,-1804478,-1
recentmusicmusic00mosc,1430814562699,"http://dbpedia.org/resource/London","",541292,541685,968055,220,0,0,0,-1365573,-1
autobiographyan05unkngoog,1434637315387,"http://dbpedia.org/resource/London","",512857,513193,1119268,104,0,0,0,-1710274,-1
musicallettersf00unkngoog,1448278279697,"","",58861,59440,571646,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437246845677,"http://dbpedia.org/resource/London","",264808,265286,520572,70,0,0,0,-775366,-1
igorstravinskyan011583mbp,1434888070017,"http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/Igor_Stravinsky",194096,195302,325553,69,7,0,0,-433223,-452971
memoriesofmusici00ganzuoft,1436201856954,"http://dbpedia.org/resource/St_James's_Hall","",185075,185634,492418,0,0,0,0,-1,-1
twomenmemoir00soutuoft,1435577123675,"http://dbpedia.org/resource/France","",444026,444634,494037,115,0,0,0,-542872,-1
reminiscencesofm02kellrich,1437326732408,"http://dbpedia.org/resource/Drury_Lane","",303174,303403,520572,21,0,0,0,-632751,-1
musicalmemories017451mbp,1432373242151,"","http://dbpedia.org/resource/Camille_Saint-Sa%C3%ABns",98706,99400,302959,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437430915650,"http://dbpedia.org/resource/Lyceum_Theatre,_London","",378460,378651,520572,3,0,1,0,0,-1
diaryofwilliampl01jaco,1447519502525,"http://dbpedia.org/resource/Marion,_South_Carolina","",141641,142131,1148331,0,0,0,0,-1,-1
cu31924022334563,1438687348398,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",330263,331282,827587,36,0,0,0,-1317064,-1
thirtyyearsofmus00klei,1438423300058,"","",250954,251876,578001,0,0,0,0,-1,-1
recentmusicmusic00mosc,1432546852411,"http://dbpedia.org/resource/Paris","",887723,888160,968055,96,0,0,0,-1004447,-1
musicallettersf00unkngoog,1448369582981,"","",281843,282370,571646,0,0,0,0,-1,-1
twomenmemoir00soutuoft,1435251420562,"","",125574,126315,494037,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448394436678,"http://dbpedia.org/resource/London","",290724,292129,571646,48,0,2,0,0,-1
thirtyyearsofmus00klei,1438248640511,"http://dbpedia.org/resource/Covent_Garden","",119038,120315,578001,54,0,1,0,0,-1
memoriesofmusici00ganzuoft,1436181440816,"","",109452,110421,492418,0,0,0,0,-1,-1
recentmusicmusic00mosc,1430312272173,"http://dbpedia.org/resource/London","",520626,520896,968055,220,0,0,0,-1386362,-1
musicallettersf00unkngoog,1448274893770,"","",25386,26200,571646,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1429479695836,"http://dbpedia.org/resource/Padua","",224360,224908,501477,11,0,1,0,0,-1
musicallettersf00unkngoog,1448316079788,"","",183824,184995,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438425910414,"http://dbpedia.org/resource/Covent_Garden","",274742,276763,578001,54,0,1,0,0,-1
reminiscencesofm02kellrich,1437308607850,"http://dbpedia.org/resource/London","",295296,295823,520572,70,0,0,0,-744829,-1
musicallettersf00unkngoog,1448279813455,"","",71525,72227,571646,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1439030670734,"http://dbpedia.org/resource/London","",76262,77212,565930,409,0,1,0,0,-1
reminiscencesofm02kellrich,1437239750517,"http://dbpedia.org/resource/London","",263268,263765,520572,70,0,0,0,-776887,-1
lifereminiscence00elveuoft,1433240951410,"http://dbpedia.org/resource/Windsor,_Berkshire","",244415,244867,393672,30,0,0,0,-524854,-1
musicallettersf00unkngoog,1448658415366,"","",316309,316422,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436180874507,"http://dbpedia.org/resource/Hanover_Square_Rooms","",96703,97452,492418,2,0,0,0,-634385,-1
thirtyyearsofmus00klei,1438443458585,"http://dbpedia.org/resource/Covent_Garden","",334893,335867,578001,54,0,0,0,-805671,-1
thirtyyearsofmus00klei,1438165920566,"http://dbpedia.org/resource/Naples","",54099,55492,578001,1,0,1,0,0,-1
reminiscencesofm01kellrich,1432140652765,"http://dbpedia.org/resource/Drury_Lane","",444010,446170,501477,3,0,0,0,-504920,-1
reminiscencesofm02kellrich,1437557057765,"http://dbpedia.org/resource/Drury_Lane","",389552,390912,520572,21,0,1,0,0,-1
reminiscencesofm02kellrich,1437430014246,"http://dbpedia.org/resource/London","",372712,373315,520572,70,0,0,0,-667337,-1
thirtyyearsofmus00klei,1438260662836,"","",180170,180673,578001,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438592530594,"","",484631,485560,578001,0,0,0,0,-1,-1
igorstravinskyan011583mbp,1434888849270,"http://dbpedia.org/resource/Antwerp","http://dbpedia.org/resource/Igor_Stravinsky",195315,196244,325553,2,7,1,0,0,-452029
musicallettersf00unkngoog,1448367229258,"","",278623,278699,571646,0,0,0,0,-1,-1
cu31924022334563,1438703676425,"","",346473,348589,827587,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436200836078,"http://dbpedia.org/resource/St_James's_Hall","",181418,182147,492418,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438189723317,"","",92178,95113,578001,0,0,0,0,-1,-1
autobiographyimg01dela,1444424387267,"http://dbpedia.org/resource/Covent_Garden","http://dbpedia.org/resource/Mary_Delany",1070769,1071035,1133206,1,44,1,0,0,-1121970
musicallettersf00unkngoog,1448280673594,"","",87462,88503,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448285913012,"","",108803,110923,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436434882802,"http://dbpedia.org/resource/Rome","",336475,336875,492418,16,0,0,0,-347788,-1
thirtyyearsofmus00klei,1438522094902,"","",397271,398081,578001,0,0,0,0,-1,-1
recentmusicmusic00mosc,1432028613565,"http://dbpedia.org/resource/Paris","",796634,797463,968055,96,0,0,0,-1095144,-1
cu31924022435766,1436610229204,"http://dbpedia.org/resource/London","",41646,43961,313056,60,0,0,0,-566197,-1
musicallettersf00unkngoog,1448923619461,"","",471131,472716,571646,0,0,0,0,-1,-1
cu31924022334563,1438766504799,"","",414666,415447,827587,0,0,0,0,-1,-1
cu31924022334563,1438706551121,"","",383929,384622,827587,0,0,0,0,-1,-1
cu31924022334563,1438767071786,"","",415711,416696,827587,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1438943907348,"http://dbpedia.org/resource/England","",29627,31512,565930,87,0,0,0,-1096547,-1
reminiscencesofm01kellrich,1430585951765,"http://dbpedia.org/resource/Brescia","",253480,254128,501477,17,0,0,0,-266730,-1
recentmusicmusic00mosc,1426863415047,"http://dbpedia.org/resource/Paris","",78494,78882,968055,96,0,0,0,-1813725,-1
musicallettersf00unkngoog,1448316411409,"","",206571,208481,571646,0,0,0,0,-1,-1
cu31924022334563,1438705014163,"","",355515,357093,827587,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448277167610,"http://dbpedia.org/resource/Leipzig","",40892,47731,571646,34,0,2,0,0,-1
autobiographyimg01dela,1444424062896,"","http://dbpedia.org/resource/Mary_Delany",1054277,1055238,1133206,0,44,0,0,-1,-1137767
memoriesofmusici00ganzuoft,1436265822598,"http://dbpedia.org/resource/Osborne_House","",225579,226127,492418,6,0,2,0,0,-1
thirtyyearsofmus00klei,1438247916111,"","",118197,118882,578001,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438441878309,"","",326841,327055,578001,0,0,0,0,-1,-1
recentmusicmusic00mosc,1426859941632,"http://dbpedia.org/resource/Dresden","",67125,67355,968055,34,0,0,0,-1782677,-1
musicallettersf00unkngoog,1448037533268,"http://dbpedia.org/resource/Worcester_Cathedral","",13930,15033,571646,3,0,0,0,-11620,-1
reminiscencesofm02kellrich,1437307314987,"http://dbpedia.org/resource/Covent_Garden","",292427,293860,520572,14,0,0,0,-729633,-1
autobiographyimg01dela,1444420823176,"","",1044429,1044701,1133206,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1435250182755,"http://dbpedia.org/resource/Margate","",479084,480865,501477,5,0,3,0,0,-1
reminiscencesofm02kellrich,1437304975646,"http://dbpedia.org/resource/Paris","",287544,288361,520572,58,0,2,0,0,-1
thirtyyearsofmus00kleiuoft,1438974000937,"http://dbpedia.org/resource/London","",71370,72850,565930,409,0,0,0,-1056379,-1
cu31924022334563,1438780706972,"","",510534,511386,827587,0,0,0,0,-1,-1
cu31924022334563,1438771468604,"","",459391,461404,827587,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1430749600786,"http://dbpedia.org/resource/Vienna","http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart",325904,327948,501477,106,39,0,1,-577293,0
musicallettersf00unkngoog,1448922003968,"","",373392,374323,571646,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436954082750,"http://dbpedia.org/resource/Drury_Lane","",233283,233728,520572,21,0,0,0,-702426,-1
lettersofcompose00norm,1424694262428,"http://dbpedia.org/resource/Vienna","http://dbpedia.org/resource/Charles_Gounod",457818,458487,916583,95,12,1,0,0,-1301004
thirtyyearsofmus00klei,1438262649189,"","",209896,210310,578001,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438598938260,"http://dbpedia.org/resource/Queen's_Hall","",522310,523319,578001,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436298400992,"http://dbpedia.org/resource/Drury_Lane","",111204,111687,520572,21,0,0,0,-824467,-1
cu31924022334563,1438615690871,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",169126,169618,827587,36,0,0,0,-1478728,-1
autobiographyco03dela,1446665108390,"","http://dbpedia.org/resource/Mary_Delany",504602,505469,1162742,0,45,0,0,-1,-1791453
cu31924022334563,1438685629660,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",282310,284005,827587,36,0,0,0,-1364341,-1
cu31924022334563,1438763811355,"","",400184,402065,827587,0,0,0,0,-1,-1
autobiographyimg01dela,1444424062896,"","http://dbpedia.org/resource/Mary_Delany",1054277,1055238,1133206,0,44,0,0,-1,-1137767
thirtyyearsofmus00klei,1438599831167,"http://dbpedia.org/resource/Norwich","",529511,530071,578001,31,0,0,0,-615956,-1
musicallettersf00unkngoog,1448357702814,"","",234404,234581,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438448043481,"http://dbpedia.org/resource/Bayreuth","http://dbpedia.org/resource/Adelina_Patti",372740,373743,578001,26,87,3,0,0,-768776
musicallettersf00unkngoog,1448367094347,"http://dbpedia.org/resource/Saint-Roch,_Paris","",278355,278593,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448279813455,"","",71525,72227,571646,0,0,0,0,-1,-1
cu31924026124648,1438008324202,"http://dbpedia.org/resource/Nottingham","",45798,46281,534882,20,0,0,0,-987400,-1
cu31924022334563,1438778739733,"","",480167,480765,827587,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436126680550,"http://dbpedia.org/resource/Edinburgh","",100972,101607,520572,17,0,2,0,0,-1
reminiscencesofm02kellrich,1437308845347,"http://dbpedia.org/resource/London","",295831,296338,520572,70,0,1,0,0,-1
reminiscencesofm02kellrich,1435783099009,"http://dbpedia.org/resource/York","",31525,31869,520572,19,0,1,0,0,-1
recentmusicmusic00mosc,1429002645768,"http://dbpedia.org/resource/Germany","",138633,138686,968055,96,0,0,0,-1767809,-1
reminiscencesofm02kellrich,1436953347952,"http://dbpedia.org/resource/Drury_Lane","",230164,230510,520572,21,0,0,0,-705644,-1
reminiscencesofm02kellrich,1435351885643,"http://dbpedia.org/resource/Drury_Lane","",13188,14405,520572,21,0,0,0,-921749,-1
reminiscencesofm02kellrich,1437308275313,"http://dbpedia.org/resource/London","",294601,295238,520572,70,0,0,0,-745414,-1
recentmusicmusic00mosc,1431941771447,"http://dbpedia.org/resource/Leipzig","",744892,745051,968055,192,0,0,0,-1162420,-1
reminiscencesofm01kellrich,1427379129074,"http://dbpedia.org/resource/Naples","",80977,81932,501477,113,0,5,0,0,-1
westminsterpilgr00briduoft,1432812913267,"","",228270,230253,663181,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438246777986,"","",107212,109557,578001,0,0,0,0,-1,-1
cu31924026124648,1438009048672,"","",89635,90526,534882,0,0,0,0,-1,-1
jimmygloverhisbo00glovuoft,1436867017136,"","",105674,106656,527026,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437406606228,"http://dbpedia.org/resource/Drury_Lane","",336576,337983,520572,21,0,0,0,-598171,-1
musicallettersf00unkngoog,1448395538701,"","",294934,295017,571646,0,0,0,0,-1,-1
cu31924022334563,1438783041826,"","",526732,528340,827587,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1438707871377,"http://dbpedia.org/resource/Drury_Lane","",420010,420773,520572,21,0,0,0,-515381,-1
musicallettersf00unkngoog,1462038250768,"http://dbpedia.org/resource/Grote_Kerk,_Haarlem","",556303,558006,571646,0,0,0,0,-1,-1
lettersofcompose00norm,1424644751854,"http://dbpedia.org/resource/Halle","",53554,54143,916583,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448393918391,"http://dbpedia.org/resource/Saint-Roch,_Paris","",289044,290517,571646,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437247439363,"http://dbpedia.org/resource/Liverpool","",265960,266385,520572,12,0,1,0,0,-1
musicallettersf00unkngoog,1448311811907,"","",157571,161097,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438264789808,"http://dbpedia.org/resource/London","",219530,219970,578001,409,0,1,0,0,-1
thirtyyearsofmus00kleiuoft,1438894337023,"http://dbpedia.org/resource/Norwich","",28022,29464,565930,31,0,1,0,0,-1
reminiscencesofm02kellrich,1436126047679,"http://dbpedia.org/resource/Leeds","",97981,98328,520572,2,0,1,0,0,-1
reminiscencesofm01kellrich,1427373119628,"http://dbpedia.org/resource/Naples","",50476,51325,501477,113,0,0,0,-774336,-1
thirtyyearsofmus00klei,1438443842388,"http://dbpedia.org/resource/Covent_Garden","",336005,338633,578001,54,0,0,0,-802905,-1
