source,excerpt,place,agent,excerptStarts,excerptEnds,sourceSize,placeInSource,agentInSource,placeInExcerpt,agentInExcerpt,placeDistanceFromExcerpt,agentDistanceFromExcerpt
autobiographyco03dela,1446667630099,"http://dbpedia.org/resource/Westminster_Abbey","http://dbpedia.org/resource/Mary_Delany",599686,600154,1162742,8,45,0,0,-1409463,-1696768
thirtyyearsofmus00klei,1438600198307,"http://dbpedia.org/resource/Royal_Albert_Hall","",534335,534791,578001,26,0,1,0,0,-1
cu31924022334563,1438764866768,"","",406493,408912,827587,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1428139555093,"http://dbpedia.org/resource/Naples","",114267,115297,501477,113,0,2,0,0,-1
memoriesofmusici00ganzuoft,1436433150618,"","",304767,305826,492418,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448357928644,"","",234586,234663,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438260662836,"","",180170,180673,578001,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1428166121742,"http://dbpedia.org/resource/Florence","",169838,170348,501477,33,0,1,0,0,-1
thirtyyearsofmus00klei,1438426336365,"http://dbpedia.org/resource/Covent_Garden","",278251,279328,578001,54,0,0,0,-862210,-1
musicallettersf00unkngoog,1448323072174,"","",227638,227788,571646,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1438970247128,"http://dbpedia.org/resource/Lyceum_Theatre,_London","",63319,64824,565930,11,0,1,0,0,-1
musicalmemories017451mbp,1432379106660,"","http://dbpedia.org/resource/Camille_Saint-Sa%C3%ABns",136392,137468,302959,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438535069627,"http://dbpedia.org/resource/London","",471759,472765,578001,409,0,1,0,0,-1
thirtyyearsofmus00klei,1438444885260,"","",343875,346534,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436263043874,"http://dbpedia.org/resource/St_James's_Hall","",205904,206891,492418,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436265325522,"http://dbpedia.org/resource/Balmoral_Castle","",223973,225469,492418,2,0,1,0,0,-1
autobiographyimg01dela,1444160287145,"","http://dbpedia.org/resource/Mary_Delany",847996,848256,1133206,0,44,0,0,-1,-1344749
musicallettersf00unkngoog,1461777612954,"http://dbpedia.org/resource/London","",544164,545195,571646,48,0,0,0,-591027,-1
memoriesofmusici00ganzuoft,1436438967800,"http://dbpedia.org/resource/St_James's_Hall","",366796,367622,492418,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1436297889987,"http://dbpedia.org/resource/Drury_Lane","",109780,110437,520572,21,0,0,0,-825717,-1
thirtyyearsofmus00kleiuoft,1438870615350,"http://dbpedia.org/resource/Norwich","",22695,24204,565930,31,0,1,0,0,-1
musicallettersf00unkngoog,1448659394533,"","",323638,324309,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436175824478,"http://dbpedia.org/resource/Harley_Street","",84421,85785,492418,8,0,0,0,-721430,-1
thirtyyearsofmus00klei,1438599418291,"http://dbpedia.org/resource/Covent_Garden","",525144,526020,578001,54,0,0,0,-615518,-1
memoriesofmusici00ganzuoft,1436183373358,"http://dbpedia.org/resource/St_James's_Hall","",120992,122258,492418,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1439300752603,"http://dbpedia.org/resource/Kingdom_of_Bohemia","",189621,190428,565930,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438247916111,"","",118197,118882,578001,0,0,0,0,-1,-1
cu31924022334563,1438778151735,"","",473810,477427,827587,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438250592994,"","",145798,147827,578001,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1431613303057,"http://dbpedia.org/resource/Augsburg","",404779,405344,501477,1,0,0,0,379611,-1
musicallettersf00unkngoog,1461673383317,"http://dbpedia.org/resource/London","",540596,540731,571646,48,0,0,0,-595491,-1
cu31924022334563,1438607969604,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",92585,93515,827587,36,0,0,0,-1554831,-1
lifereminiscence00elveuoft,1433238621307,"http://dbpedia.org/resource/Windsor,_Berkshire","",238098,238529,393672,30,0,0,0,-531192,-1
reminiscencesofm02kellrich,1437164000244,"http://dbpedia.org/resource/Drury_Lane","",243648,244321,520572,21,0,0,0,-691833,-1
cu31924022334563,1438767795308,"","",417699,419098,827587,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437248366748,"http://dbpedia.org/resource/Drury_Lane","",269994,270472,520572,21,0,0,0,-665682,-1
reminiscencesofm02kellrich,1436891908281,"http://dbpedia.org/resource/Drury_Lane","",205989,206739,520572,21,0,0,0,-729415,-1
autobiographyan05unkngoog,1434636999733,"http://dbpedia.org/resource/London","",502729,502993,1119268,104,0,0,0,-1720474,-1
musicallettersf00unkngoog,1448369703497,"","",282374,282547,571646,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1438947752503,"http://dbpedia.org/resource/London","",36201,38157,565930,409,0,4,0,0,-1
memoriesofmusici00ganzuoft,1436178232441,"http://dbpedia.org/resource/Hanover_Square_Rooms","",94736,96570,492418,2,0,0,0,-635267,-1
reminiscencesofm02kellrich,1437428195505,"http://dbpedia.org/resource/London","",364284,364461,520572,70,0,0,0,-676191,-1
musicallettersf00unkngoog,1448314503640,"","",180207,180357,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1461671039271,"","",535897,538615,571646,0,0,0,0,-1,-1
recentmusicmusic00mosc,1430917862299,"http://dbpedia.org/resource/London","",593970,594075,968055,220,0,0,0,-1313183,-1
cu31924022334563,1438702766275,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",340360,340870,827587,36,0,0,0,-1307476,-1
reminiscencesofm02kellrich,1436293974870,"http://dbpedia.org/resource/Drury_Lane","",105377,105631,520572,21,0,0,0,-830523,-1
thirtyyearsofmus00klei,1438597622333,"http://dbpedia.org/resource/Windsor_Castle","",511659,513924,578001,38,0,2,0,0,-1
reminiscencesofm02kellrich,1436472126635,"http://dbpedia.org/resource/Haymarket,_London","",121874,122902,520572,5,0,0,0,-905676,-1
reminiscencesofm02kellrich,1436892204871,"http://dbpedia.org/resource/Drury_Lane","",206775,207269,520572,21,0,0,0,-728885,-1
memoriesofmusici00ganzuoft,1436280789561,"http://dbpedia.org/resource/Bayreuth","",243407,244105,492418,14,0,1,0,0,-1
reminiscencesofm01kellrich,1429478561003,"http://dbpedia.org/resource/Padua","",223316,224139,501477,11,0,2,0,0,-1
recentmusicmusic00mosc,1432129974051,"http://dbpedia.org/resource/Leipzig","",812469,812991,968055,192,0,0,0,-1094480,-1
musicallettersf00unkngoog,1462037372440,"http://dbpedia.org/resource/Holland","",554649,554771,571646,0,0,0,0,-1,-1
lifereminiscence00elveuoft,1432887991880,"http://dbpedia.org/resource/Oxford","",25769,26197,393672,31,0,0,0,-625572,-1
thirtyyearsofmus00klei,1438252600776,"","",166233,167082,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436528835335,"http://dbpedia.org/resource/London","",474904,475298,492418,97,0,0,0,-508327,-1
twomenmemoir00soutuoft,1435252717170,"","",159519,160236,494037,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448706327916,"","",331732,332606,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448322273366,"","",219236,219541,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1461791817263,"","",551075,551985,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438442320678,"","",327770,328126,578001,0,0,0,0,-1,-1
lettersofcompose00norm,1424649094872,"http://dbpedia.org/resource/Augsburg","http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart",148123,149395,916583,4,90,0,0,-160713,-1677523
jimmygloverhisbo00glovuoft,1437472966198,"","",394609,395893,527026,0,0,0,0,-1,-1
musicalmemories017451mbp,1432295361459,"","http://dbpedia.org/resource/Camille_Saint-Sa%C3%ABns",9066,9622,302959,0,0,0,0,-1,-1
thirtyyearsofmus00kleiuoft,1439054124555,"http://dbpedia.org/resource/Crystal_Palace,_London","",114911,115535,565930,1,0,0,0,-11659,-1
musicallettersf00unkngoog,1448360754961,"","",270225,271675,571646,0,0,0,0,-1,-1
recentmusicmusic00mosc,1429535538810,"http://dbpedia.org/resource/London","",196482,199064,968055,220,0,0,0,-1708194,-1
thirtyyearsofmus00klei,1438593512176,"","",489782,492134,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1435929264418,"http://dbpedia.org/resource/Covent_Garden","",46072,46538,492418,17,0,0,0,-902748,-1
westminsterpilgr00briduoft,1433091318633,"http://dbpedia.org/resource/London","",471647,472308,663181,63,0,0,0,-847676,-1
cu31924022334563,1438764333941,"","",406033,406470,827587,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438521312859,"","",395053,395653,578001,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438253717853,"","",174452,175027,578001,0,0,0,0,-1,-1
dublindiary00joyc,1447878898744,"http://dbpedia.org/resource/Dublin","",19505,19631,257015,13,0,0,0,-494108,-1
dublindiary00joyc,1447879978019,"http://dbpedia.org/resource/Dublin","",84505,84706,257015,13,0,0,0,-429033,-1
dublindiary00joyc,1447879084207,"","",62537,62653,257015,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448658736891,"","",316694,317033,571646,0,0,0,0,-1,-1
igorstravinskyan011583mbp,1435679304718,"http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/Igor_Stravinsky",256913,259404,325553,69,7,2,0,0,-388869
reminiscencesofm02kellrich,1437498238758,"http://dbpedia.org/resource/London","",381395,381727,520572,70,0,0,0,-658925,-1
twomenmemoir00soutuoft,1435252280553,"http://dbpedia.org/resource/Sheerness","",144644,145007,494037,27,0,0,0,-568208,-1
musicallettersf00unkngoog,1448396441082,"http://dbpedia.org/resource/London","",299657,301300,571646,48,0,0,0,-834922,-1
recentmusicmusic00mosc,1431440815809,"http://dbpedia.org/resource/Theatre_Royal,_Drury_Lane","",666612,666883,968055,6,0,1,0,0,-1
thirtyyearsofmus00klei,1438592214311,"http://dbpedia.org/resource/St_James's_Hall","",483919,484596,578001,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438251999106,"","",154838,155584,578001,0,0,0,0,-1,-1
twomenmemoir00soutuoft,1435248397073,"http://dbpedia.org/resource/Sidbury","",122627,123249,494037,6,0,0,0,-590035,-1
reminiscencesofm02kellrich,1437408733806,"http://dbpedia.org/resource/Dublin","",343263,344201,520572,50,0,2,0,0,-1
reminiscencesofm01kellrich,1432138782679,"http://dbpedia.org/resource/York","",440486,440950,501477,12,0,1,0,0,-1
musicallettersf00unkngoog,1448274783410,"","",21836,25143,571646,0,0,0,0,-1,-1
cu31924022334563,1438771823978,"","",462340,463264,827587,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438249161833,"http://dbpedia.org/resource/Covent_Garden","",123571,124014,578001,54,0,1,0,0,-1
musicallettersf00unkngoog,1448709547508,"http://dbpedia.org/resource/Düsseldorf","",338621,338870,571646,39,0,0,0,-362785,-1
thirtyyearsofmus00klei,1438423663362,"","",256945,257427,578001,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448314861876,"http://dbpedia.org/resource/Berlin_Cathedral","",180438,180659,571646,0,0,0,0,-1,-1
jimmygloverhisbo00glovuoft,1437470299748,"","",152207,152887,527026,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447580540584,"http://dbpedia.org/resource/Clinton,_South_Carolina","",888835,889024,1148331,0,0,0,0,-1,-1
lifereminiscence00elveuoft,1433250010827,"","",308011,308564,393672,0,0,0,0,-1,-1
lifereminiscence00elveuoft,1433159672527,"http://dbpedia.org/resource/Windsor,_Berkshire","",167546,167966,393672,30,0,0,0,-601755,-1
thirtyyearsofmus00klei,1438525236574,"http://dbpedia.org/resource/New_York_City","",419178,419631,578001,1,0,0,0,419062,-1
cu31924022334563,1438783543267,"","",530660,532585,827587,0,0,0,0,-1,-1
cu31924022334563,1438682217043,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",275034,278634,827587,36,0,0,0,-1369712,-1
westminsterpilgr00briduoft,1433089799400,"http://dbpedia.org/resource/Westminster_Abbey","",455451,455859,663181,154,0,0,0,-865646,-1
autobiographycor01delauoft,1444930546430,"http://dbpedia.org/resource/Bath,_Somerset","",217498,217848,988508,100,0,0,0,-1728234,-1
thirtyyearsofmus00klei,1438162931556,"http://dbpedia.org/resource/London","",40152,41509,578001,409,0,2,0,0,-1
reminiscencesofm01kellrich,1427379753297,"http://dbpedia.org/resource/Naples","",81978,82678,501477,113,0,1,0,0,-1
recentmusicmusic00mosc,1429103324122,"http://dbpedia.org/resource/Berlin","",162708,162982,968055,67,0,0,0,-1742722,-1
musingsmemorieso00hensuoft,1509444324360,"","http://dbpedia.org/resource/George_Henschel",175663,176663,516273,0,2,0,0,-1,-541168
cu31924022334563,1438611798217,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",114785,115821,827587,36,0,0,0,-1532525,-1
memoriesofmusici00ganzuoft,1436261428542,"","",200084,200821,492418,0,0,0,0,-1,-1
dublindiary00joyc,1447880521244,"","",152292,153595,257015,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448313674408,"","",176624,178605,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438592214311,"http://dbpedia.org/resource/St_James's_Hall","",483919,484596,578001,0,0,0,0,-1,-1
cu31924022334563,1438615349115,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",168100,169110,827587,36,0,0,0,-1479236,-1
thirtyyearsofmus00klei,1438596889671,"http://dbpedia.org/resource/Manchester","http://dbpedia.org/resource/Giacomo_Puccini",505129,506168,578001,3,10,2,1,0,0
thirtyyearsofmus00klei,1438436621227,"http://dbpedia.org/resource/Covent_Garden","",314360,314651,578001,54,0,0,0,-826887,-1
reminiscencesofm02kellrich,1437557985724,"http://dbpedia.org/resource/Drury_Lane","",390983,391295,520572,21,0,0,0,-544859,-1
thirtyyearsofmus00klei,1438167435224,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",61729,62292,578001,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448315575026,"","",182236,182363,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448313994373,"","",179347,179716,571646,0,0,0,0,-1,-1
cu31924026124648,1438010408489,"","",165526,166345,534882,0,0,0,0,-1,-1
recentmusicmusic00mosc,1431950693551,"http://dbpedia.org/resource/Dresden","",763304,763651,968055,34,0,1,0,0,-1
memoriesofmusici00ganzuoft,1436282192995,"http://dbpedia.org/resource/Paris","",253074,254296,492418,80,0,2,0,0,-1
diaryofwilliampl01jaco,1447582364824,"http://dbpedia.org/resource/Clinton,_South_Carolina","",1141536,1141747,1148331,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448707430181,"","",333075,333132,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1435926808950,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",31555,32155,492418,2,0,0,0,-167327,-1
westminsterpilgr00briduoft,1433166467939,"","",532258,533093,663181,0,0,0,0,-1,-1
cu31924022334563,1438680354534,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",231879,232529,827587,36,0,0,0,-1415817,-1
autobiographyimg01dela,1442942148265,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/Mary_Delany",14704,15390,1133206,131,44,0,0,-2250446,-2177615
memoriesofmusici00ganzuoft,1436281325939,"http://dbpedia.org/resource/Bayreuth","",245388,246387,492418,14,0,0,0,-736135,-1
thirtyyearsofmus00klei,1438594174047,"http://dbpedia.org/resource/Worcester_Cathedral","",498876,500110,578001,0,0,0,0,-1,-1
lettersofcompose00norm,1424774829310,"","",809674,811728,916583,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1429179224952,"http://dbpedia.org/resource/Ferrara","",186359,187161,501477,7,0,1,0,0,-1
reminiscencesofm02kellrich,1435769967749,"http://dbpedia.org/resource/York","",22041,22589,520572,19,0,1,0,0,-1
thirtyyearsofmus00klei,1438533206356,"","",448586,449870,578001,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447582827746,"http://dbpedia.org/resource/Clinton,_South_Carolina","",1143504,1143879,1148331,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448322713112,"","",221941,223038,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1435927632749,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",34517,35133,492418,2,0,0,0,-164349,-1
reminiscencesofm01kellrich,1428144732441,"http://dbpedia.org/resource/Florence","",150786,151790,501477,33,0,0,0,-498619,-1
memoriesofmusici00ganzuoft,1436521270492,"http://dbpedia.org/resource/London","",469137,469865,492418,97,0,0,0,-513760,-1
reminiscencesofm02kellrich,1435857399186,"http://dbpedia.org/resource/Paris","",41984,42951,520572,58,0,3,0,0,-1
cu31924022334563,1438685960938,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",284054,284834,827587,36,0,0,0,-1363512,-1
thirtyyearsofmus00klei,1438251442654,"","",151144,153988,578001,0,0,0,0,-1,-1
recentmusicmusic00mosc,1431686580301,"http://dbpedia.org/resource/London","",699502,699760,968055,220,0,0,0,-1207498,-1
cu31924022334563,1438607512684,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",86513,88083,827587,36,0,0,0,-1560263,-1
thirtyyearsofmus00klei,1438266059280,"","",228009,229502,578001,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1427375995210,"http://dbpedia.org/resource/Naples","",73781,74574,501477,113,0,0,0,-751087,-1
memoriesofmusici00ganzuoft,1436283967277,"","",261773,262148,492418,0,0,0,0,-1,-1
musingsmemorieso00hensuoft,1514893329920,"","",474258,475813,516273,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438157398793,"","",16915,17944,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436284721620,"http://dbpedia.org/resource/Paris","",262676,264768,492418,80,0,5,0,0,-1
autobiographyimg01dela,1443536310127,"http://dbpedia.org/resource/Dublin","http://dbpedia.org/resource/Mary_Delany",633889,634319,1133206,78,44,0,0,-1464350,-1558686
reminiscencesofm01kellrich,1432139637153,"http://dbpedia.org/resource/Drury_Lane","",443461,444027,501477,3,0,0,0,-507063,-1
autobiographyimg01dela,1443535396655,"","http://dbpedia.org/resource/Mary_Delany",582929,583764,1133206,0,44,0,0,-1,-1609241
reminiscencesofm01kellrich,1430594989217,"http://dbpedia.org/resource/Venice","",280914,281848,501477,89,0,1,0,0,-1
cu31924022334563,1438763811355,"","",400184,402065,827587,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447535224708,"","",997639,997810,1148331,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1432138360719,"http://dbpedia.org/resource/Dublin","",435276,437677,501477,39,0,3,0,0,-1
westminsterpilgr00briduoft,1433168080595,"http://dbpedia.org/resource/Balmoral_Castle","http://dbpedia.org/resource/Princess_Beatrice_of_the_United_Kingdom",547752,548389,663181,3,0,1,0,0,-1
reminiscencesofm02kellrich,1437499592999,"http://dbpedia.org/resource/Drury_Lane","",387747,388055,520572,21,0,0,0,-548099,-1
autobiographyan05unkngoog,1434635634627,"http://dbpedia.org/resource/London","",305778,306181,1119268,104,0,0,0,-1917286,-1
thirtyyearsofmus00klei,1438599418291,"http://dbpedia.org/resource/Covent_Garden","",525144,526020,578001,54,0,0,0,-615518,-1
musicallettersf00unkngoog,1448919978818,"","",348008,348720,571646,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438444169457,"http://dbpedia.org/resource/Covent_Garden","",339090,340302,578001,54,0,0,0,-801236,-1
reminiscencesofm01kellrich,1427459918395,"http://dbpedia.org/resource/Naples","",84645,85151,501477,113,0,0,0,-740510,-1
jimmygloverhisbo00glovuoft,1437472380836,"http://dbpedia.org/resource/Liverpool","",351899,352668,527026,11,0,1,0,0,-1
reminiscencesofm01kellrich,1431600860056,"http://dbpedia.org/resource/Vienna","",363197,364040,501477,106,0,0,0,-541201,-1
thirtyyearsofmus00kleiuoft,1438946476983,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",31593,33397,565930,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1427376630476,"http://dbpedia.org/resource/Naples","",75869,76827,501477,113,0,1,0,0,-1
musicallettersf00unkngoog,1448707642133,"","",333165,333451,571646,0,0,0,0,-1,-1
cu31924022334563,1438769699545,"","",450302,451135,827587,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1427377322048,"http://dbpedia.org/resource/Naples","",80447,80950,501477,113,0,0,0,-744711,-1
musicallettersf00unkngoog,1448835409437,"","",345709,346338,571646,0,0,0,0,-1,-1
lettersofcompose00norm,1424650436729,"http://dbpedia.org/resource/Kassel","http://dbpedia.org/resource/Louis_Spohr",205766,207623,916583,3,10,0,0,-1505977,-1599166
memoriesofmusici00ganzuoft,1436174968369,"","",81917,82487,492418,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438591228595,"","",478885,480705,578001,0,0,0,0,-1,-1
musicalmemories017451mbp,1432372690867,"","http://dbpedia.org/resource/Camille_Saint-Sa%C3%ABns",79719,80428,302959,0,0,0,0,-1,-1
reminiscencesofm02kellrich,1437247700707,"http://dbpedia.org/resource/Haymarket_Theatre","",268409,269171,520572,48,0,1,0,0,-1
thirtyyearsofmus00klei,1438169169141,"http://dbpedia.org/resource/Covent_Garden","",74251,75380,578001,54,0,0,0,-1066158,-1
recentmusicmusic00mosc,1429620133235,"http://dbpedia.org/resource/London","",326889,327209,968055,220,0,0,0,-1580049,-1
memoriesofmusici00ganzuoft,1436258886793,"http://dbpedia.org/resource/St_James's_Hall","",195175,195768,492418,0,0,0,0,-1,-1
recentmusicmusic00mosc,1431943173931,"http://dbpedia.org/resource/London","",749552,750045,968055,220,0,0,0,-1157213,-1
memoriesofmusici00ganzuoft,1435928087149,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",36052,37381,492418,2,0,0,0,-162101,-1
autobiographyco03dela,1446304388336,"","http://dbpedia.org/resource/Mary_Delany",182301,182999,1162742,0,45,0,0,-1,-2113923
diaryofwilliampl01jaco,1447581726641,"","",997639,997810,1148331,0,0,0,0,-1,-1
ldpd_8088173_000,1447242510947,"","",910,1775,16017,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447579691649,"http://dbpedia.org/resource/Clinton,_South_Carolina","",413884,414044,1148331,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438445209833,"","",347185,347721,578001,0,0,0,0,-1,-1
memoirsofcountbo00boruuoft,1447061052273,"http://dbpedia.org/resource/Ballinasloe","",249340,249890,377699,1,0,0,0,-242834,-1
thirtyyearsofmus00kleiuoft,1438868867038,"","",17925,19421,565930,0,0,0,0,-1,-1
cu31924022334563,1438782478949,"","",521766,525295,827587,0,0,0,0,-1,-1
cu31924022334563,1438767408756,"","",416582,417619,827587,0,0,0,0,-1,-1
cu31924022334563,1438765124421,"","",410927,411529,827587,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436260072528,"http://dbpedia.org/resource/St_James's_Hall","http://dbpedia.org/resource/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",196554,197949,492418,0,2,0,0,-1,-663078
cu31924022334563,1438704310167,"","",353243,354086,827587,0,0,0,0,-1,-1
lettersofcompose00norm,1424697175844,"","http://dbpedia.org/resource/Pyotr_Ilyich_Tchaikovsky",580512,580688,916583,0,42,0,0,-1,-1246797
diaryofwilliampl01jaco,1447519086306,"http://dbpedia.org/resource/Charleston,_South_Carolina","",91371,91631,1148331,66,0,0,0,-2146526,-1
reminiscencesofm01kellrich,1432060885983,"http://dbpedia.org/resource/London","",429653,430655,501477,41,0,0,0,-571735,-1
musicallettersf00unkngoog,1448281491382,"http://dbpedia.org/resource/Leipzig","",97818,98862,571646,34,0,0,0,-1006124,-1
recentmusicmusic00mosc,1430906475487,"http://dbpedia.org/resource/Paris","",585907,586015,968055,96,0,0,0,-1306592,-1
memoriesofmusici00ganzuoft,1436436770716,"http://dbpedia.org/resource/La_Scala","http://dbpedia.org/resource/Giuseppe_Verdi",345847,347232,492418,2,36,1,3,0,0
igorstravinskyan011583mbp,1435682769143,"","http://dbpedia.org/resource/Igor_Stravinsky",271149,272123,325553,0,7,0,0,-1,-376150
twomenmemoir00soutuoft,1435165746603,"http://dbpedia.org/resource/Shrewsbury","",69147,70421,494037,113,0,0,0,-890605,-1
recentmusicmusic00mosc,1432024843245,"http://dbpedia.org/resource/Leipzig","",791416,792122,968055,192,0,0,0,-1115349,-1
reminiscencesofm01kellrich,1429180017418,"","",191485,192429,501477,0,0,0,0,-1,-1
thirtyyearsofmus00klei,1438445560630,"","",347729,347933,578001,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436193426140,"http://dbpedia.org/resource/Hanover_Square_Rooms","",136824,137581,492418,2,0,0,0,-594256,-1
cu31924022334563,1438779843654,"","",505340,507512,827587,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448038356234,"http://dbpedia.org/resource/St_Paul's_Cathedral","",18463,18883,571646,0,0,0,0,-1,-1
musicallettersf00unkngoog,1448659532009,"","",324326,325031,571646,0,0,0,0,-1,-1
cu31924022334563,1438614732055,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",155289,156104,827587,36,0,0,0,-1492242,-1
lettersofcompose00norm,1424695222129,"","http://dbpedia.org/resource/Johannes_Brahms",485365,486334,916583,0,36,0,0,-1,-1259546
reminiscencesofm01kellrich,1429180740975,"http://dbpedia.org/resource/Venice","",192464,193719,501477,89,0,1,0,0,-1
reminiscencesofm02kellrich,1437406989981,"http://dbpedia.org/resource/London","",338684,339074,520572,70,0,0,0,-701578,-1
memoriesofmusici00ganzuoft,1436282556335,"http://dbpedia.org/resource/St_James's_Hall","http://dbpedia.org/resource/Franz_Liszt",257697,258383,492418,0,32,0,3,-1,0
westminsterpilgr00briduoft,1433168856414,"http://dbpedia.org/resource/St_James's_Hall","",556592,557360,663181,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1430927911131,"http://dbpedia.org/resource/Vienna","",348654,350237,501477,106,0,2,0,0,-1
memoriesofmusici00ganzuoft,1435915325286,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",22285,22829,492418,2,0,0,0,-176653,-1
recentmusicmusic00mosc,1432486376679,"http://dbpedia.org/resource/Leipzig","",873579,873810,968055,192,0,0,0,-1033661,-1
thirtyyearsofmus00klei,1438526435174,"http://dbpedia.org/resource/Covent_Garden","",427379,428122,578001,54,0,0,0,-713416,-1
thirtyyearsofmus00kleiuoft,1439301474796,"","",193652,194560,565930,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436445738562,"http://dbpedia.org/resource/Queen's_Hall","",378567,379000,492418,0,0,0,0,-1,-1
diaryofwilliampl01jaco,1447521488292,"http://dbpedia.org/resource/Columbia,_South_Carolina","",193929,194578,1148331,11,0,0,0,-1501348,-1
musicallettersf00unkngoog,1448281071558,"","",89330,89526,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436424974663,"","",281505,282513,492418,0,0,0,0,-1,-1
reminiscencesofm01kellrich,1435246296080,"http://dbpedia.org/resource/Dublin","",463319,464606,501477,39,0,2,0,0,-1
thirtyyearsofmus00klei,1438262963296,"http://dbpedia.org/resource/Royal_Academy_of_Music","",210613,211821,578001,1,0,0,0,-129049,-1
musicallettersf00unkngoog,1448358538400,"","",238461,240028,571646,0,0,0,0,-1,-1
memoriesofmusici00ganzuoft,1436263335878,"","",206962,209398,492418,0,0,0,0,-1,-1
cu31924022334563,1438686868625,"http://dbpedia.org/resource/Her_Majesty's_Theatre","",325504,327519,827587,36,0,0,0,-1320827,-1
thirtyyearsofmus00kleiuoft,1439055242218,"http://dbpedia.org/resource/London","",120430,121324,565930,409,0,1,0,0,-1
