326119420.txt,0.5,0.15034547448158264,0.3006909489631653
1017922654.txt,0.25,0.07284259796142578,0.2913703918457031
1909911428.txt,0.5,0.15297266840934753,0.30594533681869507
66930337.txt,0.3333333333333333,0.10058762629826863,0.3017628788948059
2124781849.txt,0.16666666666666666,0.03844070682922999,0.23064424097537994
1299097783.txt,0.2,0.06220314502716064,0.3110157251358032
216226730.txt,0.0,0.0,0.0
312909577.txt,0.5714285714285714,0.2127374623503004,0.37229055911302567
570092413.txt,0.0,0.0,0.0
1127813778.txt,0.3333333333333333,0.08994594216346741,0.2698378264904022
231082883.txt,0.0,0.0,0.0
152178612.txt,0.0,0.0,0.0
747865499.txt,0.16666666666666666,0.0608407606681188,0.36504456400871277
467912681.txt,0.1111111111111111,0.033529208766089544,0.3017628788948059
1459634946.txt,0.2,0.09629833698272705,0.48149168491363525
1186764703.txt,0.2222222222222222,0.0827438665760888,0.3723473995923996
2108374923.txt,0.14285714285714285,0.03711882659367153,0.2598317861557007
930964429.txt,0.0,0.0,0.0
64042674.txt,0.1111111111111111,0.03229173355632358,0.29062560200691223
1991416486.txt,0.3333333333333333,0.07302719354629517,0.2190815806388855
202474989.txt,0.14285714285714285,0.055165256772722514,0.3861567974090576
1480244412.txt,0.16666666666666666,0.08024861415227254,0.48149168491363525
649654127.txt,0.2,0.04282085597515106,0.2141042798757553
1173835476.txt,0.4,0.11472346782684326,0.28680866956710815
790350314.txt,0.3333333333333333,0.08001411706209183,0.24004235118627548
708155645.txt,0.0,0.0,0.0
1019137629.txt,0.6,0.17051441073417664,0.28419068455696106
1444588382.txt,0.0,0.0,0.0
1957780236.txt,0.4,0.09580015242099763,0.23950038105249405
774675442.txt,0.16666666666666666,0.0359673003355662,0.21580380201339722
767944603.txt,0.5714285714285714,0.16000630387238093,0.28001103177666664
1594972463.txt,0.5,0.12375424802303314,0.24750849604606628
1727313831.txt,0.0,0.0,0.0
1414372319.txt,0.4444444444444444,0.14262246092160544,0.3209005370736122
1502584080.txt,0.0,0.0,0.0
