 "id" , "src" , "title" ,
 "110904148.txt" , "http://data.open.ac.uk/red/document/0" , 				 ,
 "110904148.txt" , "http://data.open.ac.uk/red/document/0" , 								 ,
 "211652762.txt" , "http://data.open.ac.uk/red/document/398377439-3-49" , "The Letters of Robert Louis Stevenson" ,
 "2061686004.txt" , "http://data.open.ac.uk/red/document/1769803031-ii-212" , "Letters of Arnold Bennett Vol.II 1889-1915" ,
 "1847835119.txt" , "http://data.open.ac.uk/red/document/1826817471-100" , "The Journals of Claire Clairmont" ,
 "646092278.txt" , "http://data.open.ac.uk/red/document/554043024-i-25" , "The Letters of Sydney Smith" ,
 "38526840.txt" , "http://data.open.ac.uk/red/document/852858581-2-499" , "The Letters of Leslie Stephen Vol 2 1882-1904																											The Selected Letters of Leslie Stephen Vol 1 1864-1882																																		The Selected Letters of Leslie Stephen Vol 1 1864-1882				" ,
 "1264987950.txt" , "http://data.open.ac.uk/red/document/398377439-3-100" , "The Letters of Robert Louis Stevenson" ,
 "392766455.txt" , "http://data.open.ac.uk/red/document/677026060-126" , "Journals of Dorothy Wordsworth" ,
 "1065428902.txt" , "http://data.open.ac.uk/red/document/620227624-250" , "Life and Death in Changi" ,
 "355553558.txt" , "http://data.open.ac.uk/red/document/418625749-12" , "The Slender Tree: A Life of Alice Meynell" ,
 "2104389498.txt" , "http://data.open.ac.uk/red/document/759868514-567" , "Letters of Mrs Gaskell, The" ,
 "1736494668.txt" , "http://data.open.ac.uk/red/document/1713691467-4-418-9" , "Henry James: Letters" ,
 "1873128838.txt" , "http://data.open.ac.uk/red/document/1304789766-76" , "The Journals of George Eliot" ,
 "1463250390.txt" , "http://data.open.ac.uk/red/document/677026060-84" , "Journals of Dorothy Wordsworth" ,
 "155417893.txt" , "http://data.open.ac.uk/red/document/1693504681-31" , "Letters Hitherto Unpublished, Written by Members of Sir Walter Scott's Family to their Old Governess" ,
 "1065916682.txt" , "http://data.open.ac.uk/red/document/2100384267-3-198" , "Harriet Martineau's Autobiography with Memorials by Maria Weston Chapman" ,
 "1174292615.txt" , "http://data.open.ac.uk/red/document/1766703019-92" , "Women's reading in Britain, 1750-1835. A dangerous recreation." ,
 "1099436936.txt" , "http://data.open.ac.uk/red/document/1017630223-3-34" , "The diary of Samuel Pepys" ,
 "2027016761.txt" , "http://data.open.ac.uk/red/document/953673105-120" , "				The Autobiography of Francis Place (1771-1854)" ,
 "1345577254.txt" , "http://data.open.ac.uk/red/document/677026060-33" , "Journals of Dorothy Wordsworth" ,
 "1298694282.txt" , "http://data.open.ac.uk/red/document/1623884496-5-297" , "The Collected Letters of Joseph Conrad Volume 5, 1912-1916" ,
 "1036118445.txt" , "http://data.open.ac.uk/red/document/1578754424-3-862" , "The diaries of John Ruskin" ,
 "1224600159.txt" , "http://data.open.ac.uk/red/document/31024094-i-178" , "The Journals of Mary Shelley 1814-1844" ,
 "838390155.txt" , "http://data.open.ac.uk/red/document/1713670404-29" , "The Diary of a Canny Man 1818-1828- Adam Mackie Farmer, Merchant, and Innkeeper in Fyvie" ,
 "1250620086.txt" , "http://data.open.ac.uk/red/document/1578754424-3-974" , "The diaries of John Ruskin" ,
 "1699461517.txt" , "http://data.open.ac.uk/red/document/1713691467-2-422" , "Henry James: Letters" ,
 "1129314177.txt" , "http://data.open.ac.uk/red/document/950840974-183" , "The Brontes: A Life in Letters" ,
 "1316355274.txt" , "http://data.open.ac.uk/red/document/1276110480-21" , "The Autobiography of Elizabeth M. Sewell" ,
 "1226840095.txt" , "http://data.open.ac.uk/red/document/1017630223-8-382" , "The diary of Samuel Pepys" ,
 "1392267231.txt" , "http://data.open.ac.uk/red/document/568680685-201" , "Arnold Bennett" ,
 "819224912.txt" , "http://data.open.ac.uk/red/document/2023786255-171" , "The Hard Way Up" ,
 "1486062495.txt" , "http://data.open.ac.uk/red/document/1724137216-2-190" , "The Letters of Robert Louis Stevenson, April 1874-July 1879" ,
 "1584947054.txt" , "http://data.open.ac.uk/red/document/30296190-239-40" , "Memorials of the Life of Amelia Opie" ,
 "38249504.txt" , "http://data.open.ac.uk/red/document/1017630223-7-235" , "The diary of Samuel Pepys" ,
 "819708798.txt" , "http://data.open.ac.uk/red/document/1024218071-195" , "Collected Letters of Mary Wollstonecraft" ,
 "409599197.txt" , "http://data.open.ac.uk/red/document/1425159857-9-83" , "Byron's Letters and Journals" ,
 "1097483789.txt" , "http://data.open.ac.uk/red/document/1322872021-4-367" , "The Diary of Virginia Woolf" ,
 "1478470140.txt" , "http://data.open.ac.uk/red/document/841202692-31" , "				Memorials of a Consecrated Life" ,
 "875662466.txt" , "http://data.open.ac.uk/red/document/759868514-465" , "Letters of Mrs Gaskell, The" ,
 "1388803170.txt" , "http://data.open.ac.uk/red/document/2003793682-2-403" , "The Life and Letters of Lord Macaulay" ,
 "500149618.txt" , "http://data.open.ac.uk/red/document/1541159204-1-77" , "The Selected Letters of Leslie Stephen Vol. 1 1864-1882" ,
 "211889955.txt" , "http://data.open.ac.uk/red/document/1874514058-107" , "Shades of the prison house: A personal memoir" ,
 "1993861200.txt" , "http://data.open.ac.uk/red/document/1425159857-4-45" , "Byron's Letters and Journals" ,
 "1832941579.txt" , "http://data.open.ac.uk/red/document/385397158-244" , "The Diary of Benjamin Newton, Rector of wath, 1816-1819" ,
 "947359820.txt" , "http://data.open.ac.uk/red/document/1425159857-10-165" , "Byron's Letters and Journals" ,
 "2006014169.txt" , "http://data.open.ac.uk/red/document/1691559794-1-343" , "The Collected Letters of Thomas and Jane Welsh Carlyle" ,
 "1263933835.txt" , "http://data.open.ac.uk/red/document/1068083864-372" , "The Intellectual Life of the British Working Classes" ,
 "1748944326.txt" , "http://data.open.ac.uk/red/document/1127450181-35" , "Romilly-Edgeworth Letters 1813-1818" ,
 "2087341794.txt" , "http://data.open.ac.uk/red/document/875488425-176" , "Sublime and Instructive. Letters from John Ruskin to Louisa, Marchioness of Waterford, Anna Blunden and Elle Heaton." ,
 "366491806.txt" , "http://data.open.ac.uk/red/document/620227624-233" , "Life and Death in Changi" ,
 "2130689711.txt" , "http://data.open.ac.uk/red/document/988427687-75" , "Father and Son: a study of two temperments" ,
 "175966903.txt" , "http://data.open.ac.uk/red/document/524198290-iii-192" , "Letters of Arnold Bennett Vol.III 1916 -1931" ,
 "329039346.txt" , "http://data.open.ac.uk/red/document/1790684547-268" , "Testament of Youth" ,
 "1854910526.txt" , "http://data.open.ac.uk/red/document/1959844752-172" , "Testament of Friendship" ,
 "520176784.txt" , "http://data.open.ac.uk/red/document/1766703019-142" , "Women's reading in Britain, 1750-1835. A dangerous recreation." ,
 "659298650.txt" , "http://data.open.ac.uk/red/document/1666441868-i-79" , "Thraliana" ,
 "1014191483.txt" , "http://data.open.ac.uk/red/document/1182348538-177-178" , "								The Natural History Prose Writings" ,
 "839384064.txt" , "http://data.open.ac.uk/red/document/2045927088-1-209" , "Extracts of the Journals and Correspondence of Miss Berry, from the year 1783 to 1852" ,
 "577500121.txt" , "http://data.open.ac.uk/red/document/359795256-193" , "Correspondence of Ford Madox Ford and Stella Bowen, The" ,
 "1586812807.txt" , "http://data.open.ac.uk/red/document/172625866-i-178" , "Antonia White. Diaries 1926-1957" ,
 "696054966.txt" , "http://data.open.ac.uk/red/document/352935778-796" , "Life of Johnson" ,
 "2042841696.txt" , "http://data.open.ac.uk/red/document/1032154052-161" , "Harriet Martineau's Letters to Fanny Wedgwood" ,
 "2006366740.txt" , "http://data.open.ac.uk/red/document/724412236-129" , "Commonplace Book" ,
 "1806750546.txt" , "http://data.open.ac.uk/red/document/1017630223-4-202" , "The diary of Samuel Pepys" ,
 "2069843516.txt" , "http://data.open.ac.uk/red/document/1893137410-228" , "The Autobiography and Letters of Mrs. M.O.W.Oliphant" ,
 "1562532971.txt" , "http://data.open.ac.uk/red/document/391132205-preface" , "Madam How and Lady Why" ,
 "1048006143.txt" , "http://data.open.ac.uk/red/document/1817098133-182" , "Diary of Lady Margaret Hoby" ,
 "1281010187.txt" , "http://data.open.ac.uk/red/document/1068083864-369" , "The Intellectual Life of the British Working Classes" ,
 "1681650035.txt" , "http://data.open.ac.uk/red/document/59386155-23" , "Journal of Katherine Mansfield" ,
 "1304110205.txt" , "http://data.open.ac.uk/red/document/966600737-894" , "Writers, Readers, and Reputations: Literary Life in Britain 1870-1918" ,
 "895267863.txt" , "http://data.open.ac.uk/red/document/1017630223-4-433-434" , "The diary of Samuel Pepys" ,
 "403645113.txt" , "http://data.open.ac.uk/red/document/12584314-14" , "Gabriel Harvey's Marginalia" ,
 "800712059.txt" , "http://data.open.ac.uk/red/document/1322872021-5-25" , "The Diary of Virginia Woolf" ,
 "1955854227.txt" , "http://data.open.ac.uk/red/document/1068083864-209" , "The Intellectual Life of the British Working Classes" ,
 "1477406284.txt" , "http://data.open.ac.uk/red/document/9962955-95" , "A Soldier's Diary of the Great War" ,
 "1822878079.txt" , "http://data.open.ac.uk/red/document/1724137216-2-220" , "The Letters of Robert Louis Stevenson, April 1874-July 1879" ,
 "1756316463.txt" , "http://data.open.ac.uk/red/document/761933963-41" , "Memoirs of a Working Man" ,
 "836533049.txt" , "http://data.open.ac.uk/red/document/759868514-566" , "Letters of Mrs Gaskell, The" ,
 "671079366.txt" , "http://data.open.ac.uk/red/document/1590720256-396_n6" , "Frances Burney: The Life in the Works" ,
 "1030641287.txt" , "http://data.open.ac.uk/red/document/1118376113-2-167" , "Harriet Martineau's Autobiography" ,
 "1219872239.txt" , "http://data.open.ac.uk/red/document/352935778-285" , "Life of Johnson" ,
 "1257626775.txt" , "http://data.open.ac.uk/red/document/1759532570-81" , "A Diary of the Great War" ,
 "87181722.txt" , "http://data.open.ac.uk/red/document/1425159857-4-81" , "Byron's Letters and Journals" ,
 "1432913550.txt" , "http://data.open.ac.uk/red/document/1118376113-1-104" , "Harriet Martineau's Autobiography" ,
 "1472822304.txt" , "http://data.open.ac.uk/red/document/1769803031-ii-306" , "Letters of Arnold Bennett Vol.II 1889-1915" ,
 "122761444.txt" , "http://data.open.ac.uk/red/document/1524244890-1-25-26" , "				London Labour and the London Poor" ,
 "122761444.txt" , "http://data.open.ac.uk/red/document/1524244890-1-25-26" , "London Labour and the London Poor" ,
 "298477729.txt" , "http://data.open.ac.uk/red/document/1139772816-7-77" , "The Collected Letters of Joseph Conrad Volume 7 1920-1922" ,
 "63125881.txt" , "http://data.open.ac.uk/red/document/1017630223-4-270" , "The diary of Samuel Pepys" ,
 "862357696.txt" , "http://data.open.ac.uk/red/document/172625866-i-79" , "Antonia White. Diaries 1926-1957" ,
 "97502438.txt" , "http://data.open.ac.uk/red/document/2125565779-83" , "				A Cab at the Door. An autobiography: early years" ,
 "1811794359.txt" , "http://data.open.ac.uk/red/document/759868514-352" , "Letters of Mrs Gaskell, The" ,
 "974068668.txt" , "http://data.open.ac.uk/red/document/519690899-46" , "Henry Williamson and the First World War" ,
 "1489799086.txt" , "http://data.open.ac.uk/red/document/2045927088-3-370" , "Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852" ,
 "1708559978.txt" , "http://data.open.ac.uk/red/document/1425159857-7-113" , "Byron's Letters and Journals" ,
 "456672379.txt" , "http://data.open.ac.uk/red/document/940024742-245" , "The Woman Reader: 1837-1914" ,
 "1721811772.txt" , "http://data.open.ac.uk/red/document/1607022198-202" , "																																																																Father and Son : a study of two temperments" ,
 "1721811772.txt" , "http://data.open.ac.uk/red/document/1607022198-202" , "																																																												Father and Son : a study of two temperments" ,
 "1516615898.txt" , "http://data.open.ac.uk/red/document/1524244890-1-25-26" , "				London Labour and the London Poor" ,
 "1516615898.txt" , "http://data.open.ac.uk/red/document/1524244890-1-25-26" , "London Labour and the London Poor" ,
 "1963033164.txt" , "http://data.open.ac.uk/red/document/320521980-254" , "Letters of Lady Louisa Stuart, The" ,
 "1924349332.txt" , "http://data.open.ac.uk/red/document/442197564-195" , "The Woman Reader 1837-1914" ,
 "1932269551.txt" , "http://data.open.ac.uk/red/document/1425159857-5-265" , "Byron's Letters and Journals" ,
 "851316027.txt" , "http://data.open.ac.uk/red/document/289662976-316" , "Testament of Experience" ,
 "1142234257.txt" , "http://data.open.ac.uk/red/document/1304789766-43" , "The Journals of George Eliot" ,
 "1920893132.txt" , "http://data.open.ac.uk/red/document/1764545679-6" , "The Sitwells: Edith, Osbert and Sacheverell" ,
 "1889791907.txt" , "http://data.open.ac.uk/red/document/1425159857-8-147" , "Byron's Letters and Journals" ,
 "360017253.txt" , "http://data.open.ac.uk/red/document/1016865205-8" , "The autobiography of Joseph Mayett of Quainton" ,
 "1455207093.txt" , "http://data.open.ac.uk/red/document/1691559794-1-127" , "The Collected Letters of Thomas and Jane Welsh Carlyle" ,
 "1132389422.txt" , "http://data.open.ac.uk/red/document/1724137216-2-144" , "The Letters of Robert Louis Stevenson, April 1874-July 1879" ,
 "622491985.txt" , "http://data.open.ac.uk/red/document/1425159857-5-111" , "Byron's Letters and Journals" ,
 "993188268.txt" , "http://data.open.ac.uk/red/document/1873272690-168" , "Gorbals Boy at Oxford" ,
 "1596981888.txt" , "http://data.open.ac.uk/red/document/966600737-605" , "Writers, Readers, and Reputations: Literary Life in Britain 1870-1918" ,
 "77971529.txt" , "http://data.open.ac.uk/red/document/320521980-112" , "Letters of Lady Louisa Stuart, The" ,
 "461936248.txt" , "http://data.open.ac.uk/red/document/1713691467-4-466" , "Henry James: Letters" ,
 "294514008.txt" , "http://data.open.ac.uk/red/document/172625866-i-181" , "Antonia White. Diaries 1926-1957" ,
 "313794795.txt" , "http://data.open.ac.uk/red/document/1045939218-655" , "The Journals of John Marsh" ,
 "488910557.txt" , "http://data.open.ac.uk/red/document/980294634-28" , "Mountstuart Elphinstone" ,
 "920340728.txt" , "http://data.open.ac.uk/red/document/0" , 												 ,
 "920340728.txt" , "http://data.open.ac.uk/red/document/0" , 																								 ,
 "920340728.txt" , "http://data.open.ac.uk/red/document/0" , 																 ,
 "920340728.txt" , "http://data.open.ac.uk/red/document/0" , 				 ,
 "920340728.txt" , "http://data.open.ac.uk/red/document/0" , 								 ,
 "186199451.txt" , "http://data.open.ac.uk/red/document/264414484-98" , "Two East Anglian Diaries 1641-1729: Isaac Archer and William Coe" ,
 "1298719281.txt" , "http://data.open.ac.uk/red/document/657161740-207" , "Gabriel Harvey: His Life, Marginalia and Library" ,
 "324280408.txt" , "http://data.open.ac.uk/red/document/620432880-ii-107-8" , "Diary of a Lady-in-Waiting, The" ,
 "1162322014.txt" , "http://data.open.ac.uk/red/document/1724137216-2-209" , "The Letters of Robert Louis Stevenson, April 1874-July 1879" ,
 "537902737.txt" , "http://data.open.ac.uk/red/document/759868514-902" , "Letters of Mrs Gaskell, The" ,
 "1356772753.txt" , "http://data.open.ac.uk/red/document/1691559794-2-113-114" , "The Collected Letters of Thomas and Jane Welsh Carlyle" ,
 "289824673.txt" , "http://data.open.ac.uk/red/document/1764545679-7" , "The Sitwells: Edith, Osbert and Sacheverell" ,
 "1708844150.txt" , "http://data.open.ac.uk/red/document/295383353-2-86" , "Extracts of the Journal and Correspondence of Miss Berry From the Year 1783 to 1852" ,
 "1193936428.txt" , "http://data.open.ac.uk/red/document/2100384267-3-31" , "Harriet Martineau's Autobiography with Memorials by Maria Weston Chapman" ,
 "2018898739.txt" , "http://data.open.ac.uk/red/document/2004106248-i-216" , "Memoirs of Laetitia Pilkington" ,
 "80719229.txt" , "http://data.open.ac.uk/red/document/1874514058-244" , "Shades of the prison house: A personal memoir" ,
 "480757181.txt" , "http://data.open.ac.uk/red/document/2100384267-3-477" , "Harriet Martineau's Autobiography with Memorials by Maria Weston Chapman" ,
 "1971440362.txt" , "http://data.open.ac.uk/red/document/759868514-746" , "Letters of Mrs Gaskell, The" ,
 "1105647644.txt" , "http://data.open.ac.uk/red/document/1578754424-2-569" , "The diaries of John Ruskin" ,
 "1418900333.txt" , "http://data.open.ac.uk/red/document/2045927088-2-346-47" , "Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852" ,
 "962376142.txt" , "http://data.open.ac.uk/red/document/1425159857-9-157" , "Byron's Letters and Journals" ,
 "1878400630.txt" , "http://data.open.ac.uk/red/document/1804927219-120" , "The letters of Alfred Lord Tennyson" ,
 "1695156582.txt" , "http://data.open.ac.uk/red/document/2003793682-2-410" , "The Life and Letters of Lord Macaulay" ,
 "1695156582.txt" , "http://data.open.ac.uk/red/document/2003793682-2-410" , "				The Life and Letters of Lord Macaulay" ,
 "1695156582.txt" , "http://data.open.ac.uk/red/document/2003793682-2-410" , "								The Life and Letters of Lord Macaulay" ,
 "1118878382.txt" , "http://data.open.ac.uk/red/document/620227624-89" , "Life and Death in Changi" ,
 "60477372.txt" , "http://data.open.ac.uk/red/document/351948602-55" , "Fanny Kemble's Journals" ,
 "1042739018.txt" , "http://data.open.ac.uk/red/document/980294634-28" , "Mountstuart Elphinstone" ,
 "1841532666.txt" , "http://data.open.ac.uk/red/document/1017630223-8-351" , "The diary of Samuel Pepys" ,
 "45241293.txt" , "http://data.open.ac.uk/red/document/1880099744-33" , "The Life of Mrs Humphry Ward" ,
 "1893896056.txt" , "http://data.open.ac.uk/red/document/1017630223-2-217" , "The diary of Samuel Pepys" ,
 "1394740663.txt" , "http://data.open.ac.uk/red/document/1510123404-1-124" , "The Letters of William and Dorothy Wordsworth. The Middle Years, Part I: 1806-1811" ,
 "622414473.txt" , "http://data.open.ac.uk/red/document/1304789766-113" , "The Journals of George Eliot" ,
 "995959125.txt" , "http://data.open.ac.uk/red/document/98171548-24" , "Journal of Emily Shore" ,
 "824203892.txt" , "http://data.open.ac.uk/red/document/1674853213-227" , "Orientations" ,
 "335162724.txt" , "http://data.open.ac.uk/red/document/289662976-134" , "Testament of Experience" ,
 "1822090385.txt" , "http://data.open.ac.uk/red/document/1017630223-4-138" , "The diary of Samuel Pepys" ,
 "2133032205.txt" , "http://data.open.ac.uk/red/document/540060842-20-21" , "Some Memoirs of the Life of Tho. Tryon, Late of London, Merchant" ,
 "1240018247.txt" , "http://data.open.ac.uk/red/document/1118376113-1-427" , "Harriet Martineau's Autobiography" ,
 "375984490.txt" , "http://data.open.ac.uk/red/document/1176970197-418" , "Kamet Conquered : in The Six Alpine/Himalayan Climbing Books" ,
 "1583567790.txt" , "http://data.open.ac.uk/red/document/30296190-68-70" , "Memorials of the Life of Amelia Opie" ,
 "1510693563.txt" , "http://data.open.ac.uk/red/document/1691559794-i-77" , "The Collected Letters of Thomas and Jane Welsh Carlyle" ,
 "259582515.txt" , "http://data.open.ac.uk/red/document/2038304742-2-12" , "The Letters of William and Dorothy Wordsworth: The Middle Years 1806-1811" ,
 "1399970592.txt" , "http://data.open.ac.uk/red/document/524198290-iii-186" , "Letters of Arnold Bennett Vol.III 1916 -1931" ,
 "1825918256.txt" , "http://data.open.ac.uk/red/document/538930933-43" , "Lloyd George: A Diary by Frances Stevenson" ,
 "462364750.txt" , "http://data.open.ac.uk/red/document/311304244-i-15" , "Collected Letters of James Hogg, The" ,
 "1433384518.txt" , "http://data.open.ac.uk/red/document/524198290-iii-200" , "Letters of Arnold Bennett Vol.III 1916 -1931" ,
 "412690939.txt" , "http://data.open.ac.uk/red/document/1586367545-2-487-488" , "Domestic Annals of Scotland from the Reformation to the Revolution, 2 vols" ,
 "1824567832.txt" , "http://data.open.ac.uk/red/document/1068083864-191-2" , "The Intellectual Life of the British Working Classes" ,
 "1087818839.txt" , "http://data.open.ac.uk/red/document/1713691467-4-643" , "Henry James: Letters" ,
 "65399068.txt" , "http://data.open.ac.uk/red/document/656791608-159" , "Paradise Pursued: The Novels of Rose Macaulay" ,
 "277341046.txt" , "http://data.open.ac.uk/red/document/1412622092-1-103" , "Memoirs of a Social Atom" ,
 "1071241040.txt" , "http://data.open.ac.uk/red/document/1322872021-3-53" , "The Diary of Virginia Woolf" ,
 "1911858324.txt" , "http://data.open.ac.uk/red/document/1176008983-76-77" , "Life and Yesterday" ,
 "1628022971.txt" , "http://data.open.ac.uk/red/document/1691559794-4-353" , "The Collected Letters of Thomas and Jane Welsh Carlyle" ,
 "652649151.txt" , "http://data.open.ac.uk/red/document/1235392668-14" , "Working man's way into the world" ,
 "982821239.txt" , "http://data.open.ac.uk/red/document/536458801-58" , "My Experiences as a German Prisoner" ,
 "1800497706.txt" , "http://data.open.ac.uk/red/document/759868514-533" , "Letters of Mrs Gaskell, The" ,
 "1592609448.txt" , "http://data.open.ac.uk/red/document/2063515899-257" , "				A Spirited Yorkshirewoman" ,
 "863899618.txt" , "http://data.open.ac.uk/red/document/1016865205-70" , "The Autobiography of Joseph Mayett of Quainton" ,
 "52814086.txt" , "http://data.open.ac.uk/red/document/295954009-14" , "The Burgoyne Diaries" ,
 "1847242006.txt" , "http://data.open.ac.uk/red/document/524198290-iii-51" , "Letters of Arnold Bennett Vol.III 1916 -1931" ,
 "1450814193.txt" , "http://data.open.ac.uk/red/document/524198290-iii-17" , "Letters of Arnold Bennett Vol.III 1916 -1931" ,
 "566068503.txt" , "http://data.open.ac.uk/red/document/1099017307-n/a-201-203" , "The Whole Disgraceful Truth: Selected Letters of Lady Caroline Lamb" ,
 "739249516.txt" , "http://data.open.ac.uk/red/document/1322872021-3-156" , "The Diary of Virginia Woolf" ,
 "2090548356.txt" , "http://data.open.ac.uk/red/document/164448333-192-4" , "Early Days" ,
 "953302879.txt" , "http://data.open.ac.uk/red/document/1068083864-374" , "The Intellectual Life of the British Working Classes" ,
 "1476027312.txt" , "http://data.open.ac.uk/red/document/540595828-254" , "Hearts Undefeated: Women's Writing of the Second World War" ,
 "1535282356.txt" , "http://data.open.ac.uk/red/document/341169331-2-186" , "The Collected Letters of Joseph Conrad Volume 2, 1898-1902" ,
 "156439954.txt" , "http://data.open.ac.uk/red/document/759868514-586" , "Letters of Mrs Gaskell, The" ,
 "878490248.txt" , "http://data.open.ac.uk/red/document/1923998496-57" , "Diaries of a dying man" ,
 "1597016585.txt" , "http://data.open.ac.uk/red/document/1425159857-4-303" , "Byron's Letters and Journals" ,
 "1732978956.txt" , "http://data.open.ac.uk/red/document/1273812209-71" , "Alexander Pope and his Eighteenth-Century Women Readers" ,
 "555813006.txt" , "http://data.open.ac.uk/red/document/1357827945-166" , "Jane Austen's Letters" ,
 "929633922.txt" , "http://data.open.ac.uk/red/document/320521980-161" , "Letters of Lady Louisa Stuart, The" ,
 "1909180386.txt" , "http://data.open.ac.uk/red/document/1713032563-20-21" , "Sixty Years In Queensland Schools" ,
 "497372931.txt" , "http://data.open.ac.uk/red/document/759868514-599" , "Letters of Mrs Gaskell, The" ,
 "737051528.txt" , "http://data.open.ac.uk/red/document/1459868823-i-92" , "The Wynne Diaries" ,
 "1551809521.txt" , "http://data.open.ac.uk/red/document/1724137216-2-117" , "The Letters of Robert Louis Stevenson, April 1874-July 1879" ,
 "1272019470.txt" , "http://data.open.ac.uk/red/document/2045927088-3-170" , "Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852" ,
 "930039940.txt" , "http://data.open.ac.uk/red/document/1614629800-53-54" , "Blue Remembered Hills: A Recollection" ,
 "585132129.txt" , "http://data.open.ac.uk/red/document/540060842-18-19" , "Some Memoirs of the Life of Tho. Tryon, Late of London, Merchant" ,
 "580331089.txt" , "http://data.open.ac.uk/red/document/777920242-476" , "Felicia Hemans: Selected Poems, Letters, Reception Materials" ,
 "1861487365.txt" , "http://data.open.ac.uk/red/document/1068083864-355" , "The Intellectual Life of the British Working Classes" ,
 "1338708344.txt" , "http://data.open.ac.uk/red/document/163552709-1-412" , "Macready's Reminiscences, and selections from his diaries and letters" ,
 "2023642821.txt" , "http://data.open.ac.uk/red/document/1118376113-1-245-46" , "Harriet Martineau's Autobiography" ,
 "1939575942.txt" , "http://data.open.ac.uk/red/document/13163728-xix-407" , "The New Monthly Magazine and Literary Journal" ,
 "6822249.txt" , "http://data.open.ac.uk/red/document/1143145606-1-131" , "The Friendships of Mary Russell Mitford" ,
 "1785512944.txt" , "http://data.open.ac.uk/red/document/352935778-275-6" , "Life of Johnson" ,
 "719471715.txt" , "http://data.open.ac.uk/red/document/1068083864-300" , "																																																																																																																																																																																																				The Intellectual Life of the British Working Classes" ,
 "719471715.txt" , "http://data.open.ac.uk/red/document/1068083864-300" , "																																																																																																																																																																																																The Intellectual Life of the British Working Classes" ,
 "719471715.txt" , "http://data.open.ac.uk/red/document/1068083864-300" , "																																																																																																																																																																																																								The Intellectual Life of the British Working Classes" ,
 "1463471849.txt" , "http://data.open.ac.uk/red/document/1691559794-4-249" , "The Collected Letters of Thomas and Jane Welsh Carlyle" ,
 "1024033339.txt" , "http://data.open.ac.uk/red/document/759868514-522" , "Letters of Mrs Gaskell, The" ,
 "362516558.txt" , "http://data.open.ac.uk/red/document/1802612152-97" , "Marginalia: Readers Writing in Books" ,
 "18160526.txt" , "http://data.open.ac.uk/red/document/1691559794-i-79" , "The Collected Letters of Thomas and Jane Welsh Carlyle" ,
 "1062043074.txt" , "http://data.open.ac.uk/red/document/100101429-196-7" , "Selected Letters of Samuel Richardson" ,
 "1350926432.txt" , "http://data.open.ac.uk/red/document/941555690-217" , "Undertones of War" ,
 "1635713703.txt" , "http://data.open.ac.uk/red/document/2045927088-2-428-29" , "Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852" ,
 "944437826.txt" , "http://data.open.ac.uk/red/document/1357827945-198" , "Jane Austen's Letters" ,
 "2079021714.txt" , "http://data.open.ac.uk/red/document/13163728-xix-574" , "The New Monthly Magazine and Literary Journal" ,
 "550173731.txt" , "http://data.open.ac.uk/red/document/235235179-520-21" , "John Keats: The Complete Poems" ,
 "140569197.txt" , "http://data.open.ac.uk/red/document/359795256-103" , "Correspondence of Ford Madox Ford and Stella Bowen, The" ,
 "1306274632.txt" , "http://data.open.ac.uk/red/document/1458553339-319" , "The Criminal Prisons of London" ,
 "696097012.txt" , "http://data.open.ac.uk/red/document/352935778-398" , "Life of Johnson" ,
 "196193024.txt" , "http://data.open.ac.uk/red/document/988427687-120-121" , "Father and Son: a study of two temperments" ,
 "186790925.txt" , "http://data.open.ac.uk/red/document/1068083864-37" , "The Intellectual Life of the British Working Classes" ,
 "1945023410.txt" , "http://data.open.ac.uk/red/document/1068083864-56" , "The Intellectual Life of the British Working Classes" ,
 "367726861.txt" , "http://data.open.ac.uk/red/document/1724137216-2-228" , "The Letters of Robert Louis Stevenson, April 1874-July 1879" ,
 "1709156718.txt" , "http://data.open.ac.uk/red/document/359795256-353" , "Correspondence of Ford Madox Ford and Stella Bowen, The" ,
 "1780958619.txt" , "http://data.open.ac.uk/red/document/1068083864-74" , "The Intellectual Life of the British Working Classes" ,
 "1780958619.txt" , "http://data.open.ac.uk/red/document/1068083864-74" , "				The Intellectual Life of the British Working Classes" ,
 "1780958619.txt" , "http://data.open.ac.uk/red/document/1068083864-74" , "								The Intellectual Life of the British Working Classes" ,
 "1647317116.txt" , "http://data.open.ac.uk/red/document/352935778-574" , "Life of Johnson" ,
 "843182027.txt" , "http://data.open.ac.uk/red/document/359456825-xi-41" , "The British Review and London Critical Journal" ,
 "345409578.txt" , "http://data.open.ac.uk/red/document/966600737-189" , "Writers, Readers, and Reputations: Literary Life in Britain 1870-1918" ,
 "54564853.txt" , "http://data.open.ac.uk/red/document/940024742-220" , "The Woman Reader: 1837-1914" ,
 "1484242946.txt" , "http://data.open.ac.uk/red/document/620432880-i-19" , "Diary of a Lady-in-Waiting, The" ,
 "1309354643.txt" , "http://data.open.ac.uk/red/document/352935778-1290-1" , "Life of Johnson" ,
 "1459181022.txt" , "http://data.open.ac.uk/red/document/1859599214-10" , "Jail Journal" ,
 "1748436525.txt" , "http://data.open.ac.uk/red/document/1322872021-4-272" , "The Diary of Virginia Woolf" ,
