1971566897.txt,1,Q1,44.46030527841733,43.46030527841733
2029413937.txt,1,Q1,44.46030527841733,43.46030527841733
2083874560.txt,2,Q1,44.46030527841733,42.46030527841733
1389928435.txt,2,Q1,44.46030527841733,42.46030527841733
285999065.txt,2,Q1,44.46030527841733,42.46030527841733
1449226605.txt,2,Q1,44.46030527841733,42.46030527841733
982771380.txt,2,Q1,44.46030527841733,42.46030527841733
913292608.txt,2,Q1,44.46030527841733,42.46030527841733
843331281.txt,2,Q1,44.46030527841733,42.46030527841733
1735214059.txt,2,Q1,44.46030527841733,42.46030527841733
966512660.txt,2,Q1,44.46030527841733,42.46030527841733
281886122.txt,2,Q1,44.46030527841733,42.46030527841733
189919897.txt,2,Q1,44.46030527841733,42.46030527841733
1086144107.txt,2,Q1,44.46030527841733,42.46030527841733
1538643031.txt,2,Q1,44.46030527841733,42.46030527841733
556262534.txt,2,Q1,44.46030527841733,42.46030527841733
1852231943.txt,2,Q1,44.46030527841733,42.46030527841733
2080418646.txt,2,Q1,44.46030527841733,42.46030527841733
1116157589.txt,2,Q1,44.46030527841733,42.46030527841733
172852581.txt,2,Q1,44.46030527841733,42.46030527841733
1976922902.txt,2,Q1,44.46030527841733,42.46030527841733
1799979585.txt,2,Q1,44.46030527841733,42.46030527841733
833210472.txt,2,Q1,44.46030527841733,42.46030527841733
1414655698.txt,2,Q1,44.46030527841733,42.46030527841733
681122440.txt,2,Q1,44.46030527841733,42.46030527841733
1734797522.txt,2,Q1,44.46030527841733,42.46030527841733
1034676882.txt,2,Q1,44.46030527841733,42.46030527841733
829713128.txt,2,Q1,44.46030527841733,42.46030527841733
2088870936.txt,2,Q1,44.46030527841733,42.46030527841733
744579688.txt,2,Q1,44.46030527841733,42.46030527841733
44551844.txt,2,Q1,44.46030527841733,42.46030527841733
396430607.txt,2,Q1,44.46030527841733,42.46030527841733
164532646.txt,2,Q1,44.46030527841733,42.46030527841733
405143979.txt,2,Q1,44.46030527841733,42.46030527841733
