1000186782.txt,0.3,1.0963214636145,0.15,0.5815766490725001,0.0,0.0,0.1,0.331784495602,0.05,0.1253926541765
1000313061.txt,0.35,1.316772994628,0.05,0.179437383789,0.05,0.1469874387065,0.25,0.8391222599454998,0.2,0.4291206348334999
1000314566.txt,0.14285714285714285,0.6034759828017858,0.14285714285714285,0.5735626259675,0.10714285714285714,0.3960926838225,0.07142857142857142,0.2518347242007143,0.25,0.5867437086128572
1000939036.txt,0.023255813953488372,0.07943580774325582,0.023255813953488372,0.13562457476325582,0.023255813953488372,0.07675637341395349,0.023255813953488372,0.06906839275767442,0.2558139534883721,0.6631589406793023
1001317611.txt,0.1111111111111111,0.48355032069101017,0.06060606060606061,0.26339019538585856,0.04040404040404041,0.13019685453656565,0.12121212121212122,0.4168973114744444,0.3434343434343434,1.0085389059038385
1001429216.txt,0.25,0.9267740325024999,0.0625,0.200736348199375,0.125,0.505165058159375,0.0625,0.179358121305625,0.0625,0.1598477206525
1001641772.txt,0.24242424242424243,0.9575774544781819,0.0,0.0,0.030303030303030304,0.09711194254545455,0.12121212121212122,0.4327590719290909,0.24242424242424243,0.5821641933124242
1001829753.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.292291074526
1001953752.txt,0.1111111111111111,0.3635229243788889,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.8412297209544444
1002021225.txt,0.23529411764705882,0.8105065198941177,0.058823529411764705,0.3313751585017647,0.0,0.0,0.11764705882352941,0.3896888811617647,0.23529411764705882,0.5558097284394118
1002060986.txt,0.15942028985507245,0.6875509652634783,0.08695652173913043,0.3397703208950724,0.043478260869565216,0.16484284009014494,0.043478260869565216,0.13852641930739132,0.14492753623188406,0.34862966617913044
1002088410.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002120303.txt,0.18181818181818182,0.8300725747350001,0.13636363636363635,0.7248133830131818,0.13636363636363635,0.4297644091386364,0.2727272727272727,0.9857686482436364,0.13636363636363635,0.3846075210777272
1002310188.txt,0.08695652173913043,0.3703279123047826,0.05434782608695652,0.22642751118684784,0.06521739130434782,0.2103302173725,0.05434782608695652,0.17707667358369564,0.21739130434782608,0.5662822808405433
1002380724.txt,0.10526315789473684,0.42174407300894734,0.10526315789473684,0.4207833933160526,0.07894736842105263,0.23144333377105267,0.05263157894736842,0.19126565304710527,0.4473684210526316,1.306442925968684
1002886402.txt,0.1,0.36511873015566665,0.03333333333333333,0.142574738728,0.03333333333333333,0.10682313680000001,0.03333333333333333,0.096635619189,0.16666666666666666,0.49152980997266665
1003024903.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.694652536445
100332895.txt,0.28,0.9797516425856,0.0,0.0,0.08,0.2641076253972,0.2,0.7034104714988,0.36,0.9654246036464
1003599020.txt,0.12903225806451613,0.5791476503635483,0.03225806451612903,0.1037497193683871,0.0,0.0,0.06451612903225806,0.19918649951483872,0.16129032258064516,0.42238564464290324
1003682810.txt,0.15,0.5867942778505,0.025,0.106453186981,0.025,0.0801173526,0.1,0.38949597081125004,0.275,0.7524445079674998
1003729213.txt,0.2631578947368421,0.867725423408421,0.0,0.0,0.0,0.0,0.05263157894736842,0.16988117295842103,0.05263157894736842,0.15631725446052633
