MULIFE.txt,2050,2487,20,N,-,-1,-1
MULIFE.txt,5757,6308,20,N,-,-1,-1
MULIFE.txt,6309,6910,20,N,-,-1,-1
MULIFE.txt,8921,9628,20,N,-,-1,-1
MULIFE.txt,9629,10370,20,N,-,-1,-1
MULIFE.txt,13876,14421,20,N,-,-1,-1
MULIFE.txt,22745,24620,20,N,-,-1,-1
MULIFE.txt,24623,26589,20,N,-,-1,-1
MULIFE.txt,28519,31623,20,N,-,-1,-1
MULIFE.txt,31624,34062,20,Y,1448322514970,220165,221397
MULIFE.txt,34063,36468,20,Y,1448037533268,13930,15031
MULIFE.txt,36469,38748,20,Y,1448037533268,13930,15031
MULIFE.txt,38749,40538,20,Y,1448279813455,71525,72226
MULIFE.txt,40539,42598,20,Y,1448314402792,179959,180202
MULIFE.txt,42601,45078,20,N,-,-1,-1
MULIFE.txt,45079,47348,20,N,-,-1,-1
MULIFE.txt,47349,49487,20,N,-,-1,-1
MULIFE.txt,49488,51592,20,Y,1448313800274,179025,179317
MULIFE.txt,51593,53632,20,N,-,-1,-1
MULIFE.txt,53633,55924,20,Y,1437490253936,460795,462238
MULIFE.txt,55925,58401,20,Y,1437490253936,460795,462238
MULIFE.txt,58402,60585,20,Y,1448287306770,114686,120152
MULIFE.txt,60586,62743,20,N,-,-1,-1
MULIFE.txt,62746,64767,20,Y,1437472966198,394609,395892
MULIFE.txt,64770,67852,20,N,-,-1,-1
MULIFE.txt,67855,68995,20,N,-,-1,-1
MULIFE.txt,68996,70970,20,N,-,-1,-1
MULIFE.txt,70973,73006,20,N,-,-1,-1
MULIFE.txt,73007,74878,20,Y,1448316586529,210063,210674
MULIFE.txt,74879,77666,20,Y,1448039370049,20775,21297
MULIFE.txt,77667,79976,20,N,-,-1,-1
MULIFE.txt,79979,81849,20,N,-,-1,-1
MULIFE.txt,81850,84168,20,Y,1448279089520,67624,69991
MULIFE.txt,84169,86472,20,N,-,-1,-1
MULIFE.txt,86473,88792,20,N,-,-1,-1
MULIFE.txt,88793,90438,20,N,-,-1,-1
MULIFE.txt,90439,93044,20,N,-,-1,-1
MULIFE.txt,93045,95707,20,N,-,-1,-1
MULIFE.txt,95710,97957,20,N,-,-1,-1
MULIFE.txt,97958,99776,20,N,-,-1,-1
MULIFE.txt,99777,101316,20,N,-,-1,-1
MULIFE.txt,101319,102963,20,N,-,-1,-1
MULIFE.txt,102966,104840,20,N,-,-1,-1
