1000186782.txt,0.1,0.190399059131,0.1,0.40030086448900004,0.0,0.0,0.15,0.536694318623,0.0,0.0,0.95,1.1452864525796807E-4,1.90399059131,4.00300864489,0.0,3.577962124153333,0.0,1.2055646869259797E-4
1000313061.txt,0.1,0.14401404589550001,0.05,0.213546614413,0.0,0.0,0.2,0.8926542117425,0.1,0.2175490166605,0.95,4.167471443856402E-5,1.4401404589550002,4.27093228826,0.0,4.4632710587125,2.175490166605,4.386812046164634E-5
1000314566.txt,0.17857142857142858,0.3337723310635714,0.10714285714285714,0.4489622470692857,0.14285714285714285,0.5652171368692857,0.03571428571428571,0.13556020459035714,0.07142857142857142,0.17818613572142855,1.0,1.352983431600682E-4,1.8691250539559998,4.19031430598,3.956519958085,3.79568572853,2.4946059001,1.352983431600682E-4
1000939036.txt,0.13953488372093023,0.28488859089697677,0.046511627906976744,0.18514886365418606,0.09302325581395349,0.32042283265674415,0.16279069767441862,0.5838825437658138,0.11627906976744186,0.3051144591167442,1.0,9.378232594862966E-5,2.041701568095,3.980700568565,3.4445454510599998,3.5867070545614284,2.623984348404,9.378232594862966E-5
1001317611.txt,0.12121212121212122,0.2258851240314142,0.1111111111111111,0.5131940720629293,0.13131313131313133,0.43735400691404036,0.0707070707070707,0.2701548477659596,0.030303030303030304,0.08014072427878786,0.9393939393939394,1.0500678603463902E-4,1.863552273259167,4.618746648566364,3.3306189757299998,3.820761418404286,2.6446439012,1.1178141739171251E-4
1001429216.txt,0.125,0.187982278131875,0.0,0.0,0.125,0.405611429145,0.0625,0.210490538895625,0.0,0.0,0.875,8.588799489247807E-5,1.503858225055,0.0,3.24489143316,3.36784862233,0.0,9.815770844854636E-5
1001641772.txt,0.12121212121212122,0.23857370251666668,0.09090909090909091,0.365505817670303,0.0,0.0,0.09090909090909091,0.36873290699181815,0.0,0.0,0.8787878787878788,6.912955980353127E-5,1.9682330457625001,4.020563994373333,0.0,4.05606197691,0.0,7.866467150057008E-5
1001829753.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.577866369367656E-5,0.0,0.0,0.0,0.0,0.0,5.72233296170957E-5
1001953752.txt,0.1111111111111111,0.16092517356111113,0.1111111111111111,0.3896892307411111,0.1111111111111111,0.37298005117444444,0.0,0.0,0.0,0.0,1.0,2.337145038917194E-4,1.44832656205,3.50720307667,3.35682046057,0.0,0.0,2.337145038917194E-4
1002021225.txt,0.058823529411764705,0.13070580852882352,0.11764705882352941,0.4946022342617647,0.058823529411764705,0.2067640131947059,0.058823529411764705,0.25055765361411764,0.0,0.0,0.8823529411764706,9.892516011559874E-5,2.22199874499,4.204118991225,3.51498822431,4.25948011144,0.0,1.1211518146434523E-4
1002060986.txt,0.11594202898550725,0.21754137728666667,0.028985507246376812,0.13894866371985506,0.11594202898550725,0.3870497020949276,0.014492753623188406,0.055574884773478266,0.08695652173913043,0.19596114365985506,0.9710144927536232,6.99810155482992E-5,1.8762943790975,4.793728898335,3.3383036805687505,3.83466704937,2.253553152088333,7.207000108705439E-5
1002088410.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.087128945300247E-5,0.0,0.0,0.0,0.0,0.0,2.174257890600494E-5
1002120303.txt,0.09090909090909091,0.1634740057859091,0.2727272727272727,1.3816107801004547,0.09090909090909091,0.34344714175045454,0.045454545454545456,0.17587133544909092,0.0,0.0,0.8636363636363636,9.0529004614682E-5,1.798214063645,5.065906193701667,3.777918559255,3.86916937988,0.0,1.0482305797489494E-4
1002310188.txt,0.10869565217391304,0.20167761396902173,0.06521739130434782,0.26042913700260867,0.043478260869565216,0.15664247780326088,0.010869565217391304,0.03902388608434782,0.05434782608695652,0.13298165867891304,0.967391304347826,8.472171684017665E-5,1.855434048515,3.9932467673733334,3.602776989475,3.59019751976,2.446862519692,8.757750504827248E-5
1002380724.txt,0.05263157894736842,0.11610643611526317,0.05263157894736842,0.21234936969368418,0.21052631578947367,0.6911065232263158,0.05263157894736842,0.19566215841210527,0.07894736842105263,0.21354651659526314,0.9736842105263158,9.917104631192522E-5,2.20602228619,4.0346380241799995,3.282755985325,3.71758100983,2.70492254354,1.0185134486089616E-4
1002886402.txt,0.03333333333333333,0.050243110378,0.03333333333333333,0.11711104939466667,0.13333333333333333,0.4418847324963334,0.03333333333333333,0.131719163071,0.0,0.0,0.7666666666666667,6.703495906517928E-5,1.50729331134,3.51333148184,3.3141354937225005,3.95157489213,0.0,8.74369031284947E-5
1003024903.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8813116257525,0.0,0.0,0.75,8.324359698400821E-5,0.0,0.0,0.0,3.52524650301,0.0,1.1099146264534428E-4
100332895.txt,0.24,0.4376256969168,0.12,0.6315970425404,0.16,0.49325428365039997,0.24,0.965132858156,0.04,0.1219943879076,0.96,8.416928378543909E-5,1.82344040382,5.263308687836667,3.082839272815,4.021386908983334,3.04985969769,8.767633727649905E-5
1003599020.txt,0.03225806451612903,0.053489887928064514,0.03225806451612903,0.1306851174570968,0.0,0.0,0.06451612903225806,0.23766957130419356,0.0,0.0,0.7419354838709677,4.8184157981622045E-5,1.65818652577,4.05123864117,0.0,3.683878355215,0.0,6.494386510566449E-5
1003682810.txt,0.1,0.19975874089525,0.075,0.34356648365525,0.05,0.1623450428475,0.15,0.61810043828825,0.0,0.0,0.875,8.675311372403549E-5,1.9975874089525,4.580886448736666,3.24690085695,4.120669588588334,0.0,9.914641568461199E-5
