http://dbpedia.org/resource/Johnsons_Cleaners_UK,2
http://dbpedia.org/resource/Superlative,1
http://dbpedia.org/resource/Marylebone,5
http://dbpedia.org/resource/Kind_(horse),1
http://dbpedia.org/resource/Jonathan_Swift,1
http://dbpedia.org/resource/Paint,3
http://dbpedia.org/resource/Flotsam_and_jetsam,1
http://dbpedia.org/resource/Action_figure,4
http://dbpedia.org/resource/Grupa_Lotos,2
http://dbpedia.org/resource/Institute_of_Electrical_and_Electronics_Engineers,1
http://dbpedia.org/resource/Business,19
http://dbpedia.org/resource/Pantheon,_Rome,2
http://dbpedia.org/resource/Addition,6
http://dbpedia.org/resource/Base_(chemistry),1
http://dbpedia.org/resource/Bulk_cargo,1
http://dbpedia.org/resource/Variety_(botany),14
http://dbpedia.org/resource/Dundas,_Ontario,1
http://dbpedia.org/resource/Colony,1
http://dbpedia.org/resource/Augustus,11
http://dbpedia.org/resource/Preacher,1
http://dbpedia.org/resource/Pamphlet,1
http://dbpedia.org/resource/Pilot_in_command,1
http://dbpedia.org/resource/Apparent_magnitude,11
http://dbpedia.org/resource/Alice_(Alice's_Adventures_in_Wonderland),4
http://dbpedia.org/resource/Affect_(psychology),3
http://dbpedia.org/resource/Tichborne_case,3
http://dbpedia.org/resource/Music_of_the_United_States,1
http://dbpedia.org/resource/Norfolk,1
http://dbpedia.org/resource/Millie_(singer),2
http://dbpedia.org/resource/Cupid,7
http://dbpedia.org/resource/Morley,_Western_Australia,3
http://dbpedia.org/resource/My_Queen,1
http://dbpedia.org/resource/Lent,4
http://dbpedia.org/resource/Fortune_(magazine),5
http://dbpedia.org/resource/Breathy_voice,1
http://dbpedia.org/resource/Dispatch_(logistics),1
http://dbpedia.org/resource/Loyalism,2
http://dbpedia.org/resource/Gene_silencing,1
http://dbpedia.org/resource/Desperate_(Divinyls_album),1
http://dbpedia.org/resource/Arson,3
http://dbpedia.org/resource/Myst,9
http://dbpedia.org/resource/Imagine_(AD&D_magazine),1
http://dbpedia.org/resource/Polymorphism_(computer_science),1
http://dbpedia.org/resource/Kay_Linaker,1
http://dbpedia.org/resource/Gift_economy,1
http://dbpedia.org/resource/India_national_cricket_team,1
http://dbpedia.org/resource/Circle,8
http://dbpedia.org/resource/Shade_(mythology),2
http://dbpedia.org/resource/Fame_(musical),1
http://dbpedia.org/resource/Convention_(meeting),2
http://dbpedia.org/resource/Frederick,_Prince_of_Wales,6
http://dbpedia.org/resource/Bible,2
http://dbpedia.org/resource/Courage,4
http://dbpedia.org/resource/Erinyes,1
http://dbpedia.org/resource/Inkpen,1
http://dbpedia.org/resource/Winona_Ryder,1
http://dbpedia.org/resource/Slavey_language,2
http://dbpedia.org/resource/Holiday,1
http://dbpedia.org/resource/Ceramic_glaze,1
http://dbpedia.org/resource/Freak_show,4
http://dbpedia.org/resource/Exploit_(computer_security),9
http://dbpedia.org/resource/Arene_substitution_pattern,2
http://dbpedia.org/resource/The_School_(Sapphire_&_Steel),1
http://dbpedia.org/resource/Broadcasting,11
http://dbpedia.org/resource/Voting,1
http://dbpedia.org/resource/NCAA_Men's_Division_I_Basketball_Championship,2
http://dbpedia.org/resource/Ranch,2
http://dbpedia.org/resource/Henry_Morley,2
